player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,100.0,hard,35.09,51.81,41.68,92.35,30.71,78.48,58.44
Andy Roddick,91.67,hard,29.55,51.11,44.11,91.99,25.49,82.29,55.0
Michael Llodra,83.33,hard,27.5,49.84,34.92,82.58,22.85,75.01,48.16
Sebastien Grosjean,81.82,hard,30.44,50.54,43.59,82.07,26.31,78.72,57.35
Lleyton Hewitt,80.0,hard,34.11,55.67,46.95,87.21,35.48,79.04,57.5
Paradorn Srichaphan,77.78,hard,30.79,48.47,43.22,81.87,24.1,74.36,52.26
Mario Ancic,76.92,hard,28.59,47.87,44.36,82.96,22.68,74.33,58.67
Greg Rusedski,72.73,hard,22.17,47.14,43.59,83.5,13.91,75.98,51.56
Mardy Fish,71.43,hard,28.48,45.05,40.22,83.63,20.5,76.99,53.84
Robby Ginepri,66.67,hard,26.3,51.81,47.47,79.02,24.12,69.61,50.38
Roger Federer,100.0,clay,35.26,51.29,43.85,89.49,32.47,79.38,60.23
Andy Roddick,91.67,clay,26.58,52.76,36.46,86.39,21.16,73.09,70.52
Michael Llodra,83.33,clay,31.86,57.6,46.39,90.96,29.22,76.86,56.1
Sebastien Grosjean,81.82,clay,33.7,53.33,36.77,74.9,30.0,77.7,64.97
Lleyton Hewitt,80.0,clay,34.98,50.53,50.76,70.24,32.1,67.22,49.91
Paradorn Srichaphan,77.78,clay,30.16,39.92,45.85,61.59,17.38,62.76,38.14
Mario Ancic,76.92,clay,33.8,49.8,43.95,75.09,29.41,74.96,60.71
Greg Rusedski,72.73,clay,22.67,29.89,25.0,60.84,4.16,59.56,57.7
Mardy Fish,71.43,clay,37.84,25.0,25.0,37.5,12.5,65.71,30.56
Robby Ginepri,66.67,clay,28.58,47.25,38.11,58.34,17.9,61.08,48.12
Roger Federer,100.0,grass,37.31,55.57,47.08,95.46,39.4,79.08,64.35
Andy Roddick,91.67,grass,30.78,49.31,36.38,91.88,20.94,81.38,58.28
Michael Llodra,83.33,grass,34.35,49.19,52.58,93.23,31.21,81.92,65.32
Sebastien Grosjean,81.82,grass,35.64,58.39,44.86,88.35,38.22,75.77,57.67
Lleyton Hewitt,80.0,grass,32.12,50.82,45.99,88.69,25.3,81.64,58.0
Paradorn Srichaphan,77.78,grass,28.48,53.86,52.93,85.66,26.34,73.09,53.35
Mario Ancic,76.92,grass,30.91,53.37,39.89,89.71,26.43,77.26,57.14
Greg Rusedski,72.73,grass,25.4,46.88,32.18,90.53,12.59,80.34,59.35
Mardy Fish,71.43,grass,23.65,52.88,55.03,85.77,24.63,78.57,53.17
Robby Ginepri,66.67,grass,34.96,51.08,40.56,79.91,31.31,74.2,42.87
