player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,100.0,hard,32.55,54.63,42.56,91.09,29.93,79.02,62.49
Andy Roddick,90.0,hard,24.76,48.9,44.95,89.87,20.01,80.57,56.1
Tomas Berdych,90.0,hard,26.73,51.88,47.4,86.72,23.95,80.25,57.83
Ivo Karlovic,80.0,hard,20.95,40.82,33.01,94.66,9.81,84.93,51.74
Rafael Nadal,80.0,hard,30.55,50.21,40.83,84.5,27.89,73.13,55.86
Ivan Ljubicic,80.0,hard,28.53,49.34,35.49,86.84,20.31,80.23,56.31
Marcos Baghdatis,80.0,hard,30.37,50.99,46.71,80.86,27.12,73.96,60.02
Nicolas Mahut,76.92,hard,26.14,47.18,40.56,79.84,16.83,74.22,51.44
Novak Djokovic,75.0,hard,32.65,53.63,44.83,87.28,31.64,75.29,56.3
Arnaud Clement,72.73,hard,25.28,50.15,42.77,78.11,20.65,74.79,53.35
Roger Federer,100.0,clay,39.74,50.58,41.22,83.95,31.57,74.35,58.65
Andy Roddick,90.0,clay,23.12,43.34,22.22,83.16,13.71,75.32,64.5
Tomas Berdych,90.0,clay,33.49,54.99,55.48,80.48,37.14,71.42,53.92
Ivo Karlovic,80.0,clay,23.4,48.29,45.21,94.29,16.4,78.6,51.14
Rafael Nadal,80.0,clay,41.31,60.46,51.67,88.79,46.48,73.65,57.74
Ivan Ljubicic,80.0,clay,30.09,43.15,33.32,79.92,16.24,72.91,54.3
Marcos Baghdatis,80.0,clay,37.74,46.59,44.73,74.68,28.91,72.19,57.7
Nicolas Mahut,76.92,clay,29.09,44.23,30.0,68.52,17.38,62.83,52.34
Novak Djokovic,75.0,clay,35.39,54.27,46.89,76.26,33.81,66.99,48.23
Arnaud Clement,72.73,clay,25.93,42.11,31.54,71.87,15.65,70.08,46.26
Roger Federer,100.0,grass,34.51,47.67,50.04,94.37,26.02,79.13,61.66
Andy Roddick,90.0,grass,24.93,44.87,40.56,95.31,15.8,85.76,59.88
Tomas Berdych,90.0,grass,26.48,48.84,37.84,93.35,17.41,83.9,61.91
Ivo Karlovic,80.0,grass,25.58,40.94,31.43,95.67,10.81,85.15,57.85
Rafael Nadal,80.0,grass,29.87,52.56,47.5,91.83,24.0,77.89,63.04
Ivan Ljubicic,80.0,grass,23.71,47.82,32.58,92.86,14.81,80.18,57.53
Marcos Baghdatis,80.0,grass,31.06,52.61,46.63,89.08,28.04,81.08,55.87
Nicolas Mahut,76.92,grass,23.46,48.89,46.87,89.48,19.7,80.69,53.6
Novak Djokovic,75.0,grass,26.51,53.12,35.11,84.84,20.29,74.84,55.37
Arnaud Clement,72.73,grass,26.43,50.66,32.67,90.58,20.37,82.76,53.79
