player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,100.0,hard,33.4,55.52,48.96,90.09,33.16,79.51,56.26
Matteo Berrettini,91.67,hard,28.71,46.61,46.31,88.1,20.39,78.68,49.28
Kevin Anderson,85.71,hard,21.58,44.27,24.72,85.9,8.83,79.28,50.93
Marin Cilic,81.82,hard,28.19,49.81,38.35,80.08,22.68,77.43,54.06
Andrey Rublev,77.78,hard,30.74,53.79,45.76,86.76,27.06,78.99,53.35
Daniil Medvedev,77.78,hard,34.9,56.82,49.94,88.65,34.16,79.36,54.8
Felix Auger Aliassime,76.92,hard,30.72,48.25,43.36,84.42,22.81,78.2,51.45
Denis Shapovalov,75.0,hard,26.54,51.18,37.61,84.83,22.6,78.65,50.8
Cameron Norrie,75.0,hard,32.71,54.21,49.87,80.04,31.73,70.71,49.41
Alex De Minaur,72.73,hard,34.91,49.3,46.17,73.12,29.56,69.14,50.61
Novak Djokovic,100.0,clay,43.55,56.27,49.49,81.98,45.33,71.68,58.18
Matteo Berrettini,91.67,clay,31.8,48.06,37.24,89.7,23.11,79.21,56.14
Kevin Anderson,85.71,clay,29.64,36.8,39.88,86.8,14.46,79.22,44.91
Marin Cilic,81.82,clay,27.13,48.84,29.11,77.6,19.64,73.09,50.27
Andrey Rublev,77.78,clay,33.74,51.31,50.6,82.05,27.43,74.2,54.15
Daniil Medvedev,77.78,clay,32.89,49.15,30.26,80.29,27.88,74.58,49.6
Felix Auger Aliassime,76.92,clay,32.51,51.76,33.46,75.5,24.87,70.89,45.72
Denis Shapovalov,75.0,clay,34.56,47.18,47.71,82.05,28.9,75.73,55.49
Cameron Norrie,75.0,clay,32.38,53.44,50.95,81.22,30.05,71.05,51.88
Alex De Minaur,72.73,clay,35.01,54.26,39.97,72.0,31.26,66.0,57.0
Novak Djokovic,100.0,grass,32.42,55.26,38.61,94.2,29.05,84.84,57.71
Matteo Berrettini,91.67,grass,30.71,46.62,36.36,94.02,22.43,82.87,57.06
Kevin Anderson,85.71,grass,22.97,45.52,52.13,92.13,12.92,82.99,52.19
Marin Cilic,81.82,grass,31.23,52.21,42.53,90.58,21.76,85.53,51.61
Andrey Rublev,77.78,grass,27.28,55.88,42.73,90.25,22.93,76.88,59.28
Daniil Medvedev,77.78,grass,28.95,61.52,46.39,87.44,32.63,82.71,56.29
Felix Auger Aliassime,76.92,grass,29.89,49.84,48.58,88.11,21.23,79.51,58.23
Denis Shapovalov,75.0,grass,26.67,50.56,40.2,90.14,21.56,79.83,52.22
Cameron Norrie,75.0,grass,29.43,53.5,50.25,90.06,27.16,73.46,54.32
Alex De Minaur,72.73,grass,31.04,51.02,42.85,86.23,23.67,71.89,55.82
