player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,88.46,hard,36.99,59.51,51.82,85.6,44.53,73.93,54.64
Robin Soderling,86.96,hard,29.11,52.31,51.51,89.37,26.52,78.26,54.66
Roger Federer,86.79,hard,33.45,54.22,46.82,90.94,32.54,79.61,59.96
Andy Murray,81.82,hard,37.76,57.11,50.9,81.38,39.48,76.36,52.79
Rafael Nadal,75.0,hard,34.05,54.79,49.32,83.73,33.86,73.17,54.88
Jo-Wilfried Tsonga,72.73,hard,26.98,49.03,53.32,86.9,21.41,79.93,53.64
David Ferrer,72.73,hard,31.63,54.26,43.78,83.9,31.15,71.8,57.87
Juan Martin del Potro,72.34,hard,29.71,51.36,48.95,87.49,27.66,76.24,55.99
Gael Monfils,70.97,hard,32.58,48.96,41.08,83.98,24.6,74.83,50.95
Steve Darcis,70.0,hard,27.89,49.24,50.29,73.86,26.47,72.19,46.77
Novak Djokovic,88.46,clay,37.6,59.83,49.43,89.18,40.26,75.83,60.48
Robin Soderling,86.96,clay,36.74,53.47,42.62,80.92,35.09,73.91,58.05
Roger Federer,86.79,clay,33.34,47.82,39.05,89.43,26.18,77.75,62.5
Andy Murray,81.82,clay,41.99,59.35,45.43,73.36,44.4,71.09,50.2
Rafael Nadal,75.0,clay,39.99,61.98,52.98,84.44,47.11,72.15,58.73
Jo-Wilfried Tsonga,72.73,clay,33.31,47.03,43.23,83.75,27.52,73.76,54.96
David Ferrer,72.73,clay,37.46,56.94,56.35,83.33,41.92,74.22,56.13
Juan Martin del Potro,72.34,clay,35.25,56.48,50.34,90.45,36.44,77.93,56.01
Gael Monfils,70.97,clay,32.97,46.43,39.46,76.41,23.84,68.34,45.65
Steve Darcis,70.0,clay,26.54,51.27,35.78,68.88,22.01,62.6,53.77
Novak Djokovic,88.46,grass,32.64,57.0,50.36,91.45,32.55,78.05,60.6
Robin Soderling,86.96,grass,26.16,44.57,37.37,79.58,13.27,75.77,44.17
Roger Federer,86.79,grass,35.03,47.26,61.43,95.21,26.28,82.96,65.15
Andy Murray,81.82,grass,32.42,51.3,42.29,92.09,25.13,79.81,59.41
Rafael Nadal,75.0,grass,27.56,55.13,46.49,86.65,26.08,74.22,58.04
Jo-Wilfried Tsonga,72.73,grass,28.79,46.21,41.43,90.26,23.33,78.45,49.56
David Ferrer,72.73,grass,25.5,56.75,34.99,86.94,25.96,75.83,53.39
Juan Martin del Potro,72.34,grass,34.89,47.4,42.45,93.49,25.49,82.97,57.38
Gael Monfils,70.97,grass,30.92,52.63,57.77,82.44,27.22,76.71,53.27
Steve Darcis,70.0,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
