player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Andre Agassi,86.67,hard,33.37,56.48,48.06,88.31,33.4,76.18,58.22
Carlos Moya,82.93,hard,28.58,47.37,38.91,81.05,21.17,75.93,56.27
Gaston Gaudio,82.86,hard,30.12,53.36,41.09,72.43,25.65,68.27,57.35
Albert Costa,77.78,hard,26.04,45.09,32.97,74.18,15.41,69.31,45.99
Younes El Aynaoui,75.76,hard,28.95,48.59,40.22,84.31,20.35,76.1,52.02
Roger Federer,75.0,hard,32.5,50.29,47.17,87.65,27.25,76.16,55.75
Alex Corretja,75.0,hard,28.48,50.1,42.54,78.63,25.29,71.5,54.27
Marat Safin,73.33,hard,27.51,50.47,40.27,85.15,22.56,77.08,53.62
Radek Stepanek,72.73,hard,29.18,45.17,40.1,74.79,17.25,70.91,52.42
Sebastien Grosjean,72.73,hard,31.74,54.94,47.67,82.74,32.21,73.3,57.94
Andre Agassi,86.67,clay,38.29,52.94,43.97,87.16,38.2,74.05,60.27
Carlos Moya,82.93,clay,34.73,52.44,39.84,85.76,32.05,73.78,54.84
Gaston Gaudio,82.86,clay,34.72,55.85,53.82,81.25,35.99,70.87,55.34
Albert Costa,77.78,clay,34.64,49.67,45.2,79.87,30.96,70.1,51.86
Younes El Aynaoui,75.76,clay,31.16,51.82,49.14,83.65,24.05,73.21,56.17
Roger Federer,75.0,clay,35.85,47.98,37.98,76.07,33.36,71.63,49.46
Alex Corretja,75.0,clay,37.89,55.51,46.3,82.01,38.42,71.92,55.43
Marat Safin,73.33,clay,37.46,53.24,46.82,80.1,34.66,71.17,51.55
Radek Stepanek,72.73,clay,31.39,54.15,52.05,85.74,29.79,76.61,67.31
Sebastien Grosjean,72.73,clay,35.2,49.86,47.69,77.45,30.59,69.72,52.92
Andre Agassi,86.67,grass,36.16,46.19,67.64,76.16,33.08,76.01,40.8
Carlos Moya,82.93,grass,10.34,52.0,50.0,55.56,11.11,66.67,57.89
Gaston Gaudio,82.86,grass,32.9,67.15,37.8,75.46,38.1,72.08,47.61
Albert Costa,77.78,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Younes El Aynaoui,75.76,grass,30.32,49.51,64.28,60.86,20.64,66.22,43.16
Roger Federer,75.0,grass,23.7,48.17,67.46,88.01,23.42,77.84,55.47
Alex Corretja,75.0,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marat Safin,73.33,grass,23.78,48.0,29.36,89.16,16.92,83.52,46.43
Radek Stepanek,72.73,grass,29.84,49.5,44.48,77.04,21.22,70.58,42.7
Sebastien Grosjean,72.73,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
