player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Carlos Alcaraz,87.1,hard,36.2,55.47,45.23,86.61,35.86,73.4,58.28
Rafael Nadal,83.33,hard,34.47,54.88,50.05,86.01,32.68,75.22,55.81
Stefanos Tsitsipas,80.95,hard,28.29,49.04,42.79,85.64,22.42,76.65,54.81
Jannik Sinner,78.95,hard,31.54,50.62,43.06,83.04,25.05,76.28,53.91
Novak Djokovic,78.95,hard,34.58,42.58,51.67,87.88,23.84,78.17,54.7
Casper Ruud,78.12,hard,29.4,51.47,41.93,87.28,27.61,78.06,55.45
Alexander Zverev,77.27,hard,31.85,49.67,51.44,89.37,28.22,77.83,48.84
David Goffin,70.59,hard,29.94,47.79,39.44,69.49,21.82,68.04,49.0
Alex Molcan,70.0,hard,28.47,47.15,31.6,71.98,17.76,65.91,56.83
Andrey Rublev,70.0,hard,27.62,54.41,40.63,85.13,25.73,78.01,51.39
Carlos Alcaraz,87.1,clay,35.95,56.77,47.53,84.16,36.0,72.07,58.75
Rafael Nadal,83.33,clay,37.83,55.19,46.06,78.66,33.79,68.73,50.9
Stefanos Tsitsipas,80.95,clay,32.37,54.76,52.54,82.99,31.61,74.64,55.43
Jannik Sinner,78.95,clay,33.99,55.76,49.83,79.93,33.34,72.79,54.86
Novak Djokovic,78.95,clay,33.65,56.3,44.53,82.56,30.78,70.86,57.33
Casper Ruud,78.12,clay,32.95,49.36,42.16,87.1,25.03,74.81,55.24
Alexander Zverev,77.27,clay,32.23,49.45,50.52,80.19,28.51,73.45,47.95
David Goffin,70.59,clay,34.24,52.7,49.56,77.48,31.25,71.36,53.67
Alex Molcan,70.0,clay,31.88,55.58,48.92,78.58,30.26,67.43,56.47
Andrey Rublev,70.0,clay,34.18,50.57,38.88,78.13,26.27,72.98,52.37
Carlos Alcaraz,87.1,grass,28.28,49.35,19.4,91.12,19.28,77.49,59.6
Rafael Nadal,83.33,grass,35.13,53.15,47.66,83.87,31.96,72.66,56.24
Stefanos Tsitsipas,80.95,grass,24.8,47.59,32.2,89.58,17.04,80.56,58.12
Jannik Sinner,78.95,grass,28.18,50.1,34.89,88.72,19.52,77.07,68.87
Novak Djokovic,78.95,grass,32.04,57.74,41.76,91.04,31.15,82.74,57.59
Casper Ruud,78.12,grass,28.87,50.28,40.37,82.78,17.29,71.13,49.51
Alexander Zverev,77.27,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Goffin,70.59,grass,31.65,53.43,38.81,80.09,28.21,72.17,55.8
Alex Molcan,70.0,grass,28.05,46.3,39.03,87.8,19.11,72.06,47.07
Andrey Rublev,70.0,grass,18.92,45.16,33.33,72.73,18.18,80.49,23.33
