player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,88.89,hard,34.05,59.61,49.99,87.57,36.94,76.18,56.15
Andy Murray,85.71,hard,35.33,58.05,50.31,86.15,38.85,77.31,55.15
Rafael Nadal,81.48,hard,33.35,54.1,46.94,79.19,34.5,69.06,47.01
Dominic Thiem,78.12,hard,28.25,47.02,38.75,80.92,22.01,74.38,51.61
Kei Nishikori,76.47,hard,30.31,54.15,45.95,82.73,28.71,72.88,55.65
Stan Wawrinka,75.0,hard,28.47,50.19,40.05,85.97,23.93,74.86,57.57
Andrej Martin,72.73,hard,49.27,54.94,67.85,56.25,49.1,56.82,50.34
Pablo Cuevas,72.41,hard,28.1,45.61,40.25,79.48,18.74,72.39,53.2
Richard Gasquet,71.43,hard,30.35,54.14,50.79,77.47,31.05,72.12,51.64
Milos Raonic,71.43,hard,28.88,50.25,41.49,91.25,21.49,82.35,57.53
Novak Djokovic,88.89,clay,37.21,53.16,48.07,85.8,33.61,71.46,57.21
Andy Murray,85.71,clay,35.24,54.63,45.49,85.29,36.08,75.62,58.8
Rafael Nadal,81.48,clay,38.87,56.2,48.44,82.75,42.35,70.31,54.43
Dominic Thiem,78.12,clay,33.58,51.1,41.84,81.99,29.14,73.18,55.03
Kei Nishikori,76.47,clay,35.84,53.21,51.16,84.37,32.45,71.12,56.58
Stan Wawrinka,75.0,clay,32.46,54.09,45.38,86.57,29.66,76.5,59.9
Andrej Martin,72.73,clay,36.73,47.06,40.07,72.97,30.99,65.23,51.76
Pablo Cuevas,72.41,clay,30.16,53.21,41.58,87.62,24.2,78.01,57.46
Richard Gasquet,71.43,clay,35.69,52.12,48.81,82.2,32.45,68.83,57.62
Milos Raonic,71.43,clay,31.29,44.9,34.99,83.08,19.77,74.95,55.39
Novak Djokovic,88.89,grass,26.5,57.77,36.84,88.87,23.57,75.37,55.74
Andy Murray,85.71,grass,33.48,57.62,42.82,90.85,30.59,80.12,53.8
Rafael Nadal,81.48,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Thiem,78.12,grass,25.9,46.34,45.38,90.74,16.94,79.67,60.15
Kei Nishikori,76.47,grass,28.38,53.3,61.73,75.04,28.09,67.2,47.65
Stan Wawrinka,75.0,grass,26.68,51.77,33.89,84.73,13.33,74.54,61.18
Andrej Martin,72.73,grass,29.09,33.33,50.0,53.85,14.29,62.07,30.56
Pablo Cuevas,72.41,grass,18.59,44.31,58.53,87.77,12.48,76.72,53.74
Richard Gasquet,71.43,grass,30.56,48.45,30.39,79.69,21.9,76.49,43.54
Milos Raonic,71.43,grass,23.47,51.44,43.12,95.73,14.05,82.57,59.24
