player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,100.0,hard,35.9,52.5,47.54,92.33,33.69,77.05,61.34
Andy Roddick,91.67,hard,26.37,49.48,45.82,93.93,21.0,83.68,58.09
Richard Gasquet,84.62,hard,27.62,51.52,45.75,83.59,24.4,75.66,51.47
Mario Ancic,81.82,hard,30.62,49.55,48.09,86.86,25.46,79.25,49.82
Greg Rusedski,80.0,hard,24.42,40.23,25.92,86.47,12.73,77.95,54.08
Thomas Johansson,80.0,hard,25.34,47.33,36.88,83.55,17.7,77.78,54.33
Max Mirnyi,75.0,hard,27.66,43.41,32.68,85.91,16.8,79.87,47.28
Lleyton Hewitt,75.0,hard,33.68,54.11,44.79,84.92,33.68,78.37,55.33
Sebastien Grosjean,75.0,hard,31.87,49.94,48.61,78.74,25.66,73.41,55.35
David Nalbandian,75.0,hard,32.2,54.66,44.76,76.71,31.33,68.65,55.65
Roger Federer,100.0,clay,39.91,52.79,54.41,86.86,37.58,74.02,60.32
Andy Roddick,91.67,clay,35.02,53.88,42.79,89.82,32.18,79.0,57.94
Richard Gasquet,84.62,clay,40.02,57.59,56.5,81.84,44.33,73.39,59.38
Mario Ancic,81.82,clay,35.25,46.56,42.1,78.51,29.46,73.28,51.21
Greg Rusedski,80.0,clay,27.86,37.32,45.71,66.9,10.14,63.36,52.45
Thomas Johansson,80.0,clay,33.92,53.61,49.93,79.11,34.76,70.1,54.49
Max Mirnyi,75.0,clay,31.28,44.02,20.58,82.31,14.84,75.39,49.65
Lleyton Hewitt,75.0,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastien Grosjean,75.0,clay,32.51,52.19,45.82,78.5,30.13,69.1,59.86
David Nalbandian,75.0,clay,42.43,60.4,55.0,75.9,46.13,68.78,53.98
Roger Federer,100.0,grass,28.44,54.12,48.33,93.1,26.52,80.62,62.16
Andy Roddick,91.67,grass,24.7,52.65,42.98,91.86,21.4,81.55,54.61
Richard Gasquet,84.62,grass,30.01,52.38,44.15,88.85,27.67,77.57,55.53
Mario Ancic,81.82,grass,26.81,48.89,52.68,93.15,22.87,84.61,56.11
Greg Rusedski,80.0,grass,27.52,41.92,44.41,91.6,18.73,81.69,56.57
Thomas Johansson,80.0,grass,27.62,50.0,43.64,85.94,24.0,77.18,54.23
Max Mirnyi,75.0,grass,31.03,45.11,46.0,86.58,22.87,78.43,56.22
Lleyton Hewitt,75.0,grass,30.01,42.94,49.48,89.54,21.11,80.55,57.14
Sebastien Grosjean,75.0,grass,29.35,46.61,39.81,85.24,20.43,76.56,58.04
David Nalbandian,75.0,grass,33.91,55.46,32.87,77.12,31.68,67.61,51.04
