player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,96.0,hard,32.47,54.33,47.96,86.07,31.77,72.17,58.35
Fernando Gonzalez,90.48,hard,28.66,47.2,38.49,83.14,20.57,72.41,53.66
Novak Djokovic,84.21,hard,31.84,53.37,49.48,88.72,29.84,75.52,58.33
Roger Federer,84.0,hard,30.72,52.55,43.42,90.53,28.14,78.41,58.2
Juan Martin del Potro,83.33,hard,33.09,54.13,46.76,81.45,33.29,74.21,51.44
Nicolas Almagro,79.49,hard,28.24,49.83,35.74,82.02,20.19,72.53,56.25
Nikolay Davydenko,79.31,hard,33.07,55.17,48.76,84.26,33.38,73.59,53.25
Tommy Robredo,76.67,hard,28.88,45.44,38.65,78.04,18.93,70.52,54.23
David Ferrer,75.0,hard,32.46,52.52,39.12,76.95,27.11,69.15,55.86
David Nalbandian,73.91,hard,30.7,54.68,45.18,82.67,32.07,76.43,54.0
Rafael Nadal,96.0,clay,45.55,61.15,53.07,85.14,52.88,69.76,60.82
Fernando Gonzalez,90.48,clay,34.9,53.43,57.07,86.02,30.83,74.22,54.06
Novak Djokovic,84.21,clay,40.27,57.65,55.59,86.3,43.22,72.04,59.37
Roger Federer,84.0,clay,37.72,54.69,46.42,84.45,33.18,74.37,58.89
Juan Martin del Potro,83.33,clay,33.33,53.94,57.34,87.12,34.79,75.77,55.56
Nicolas Almagro,79.49,clay,34.92,51.67,45.13,84.4,30.26,76.2,58.12
Nikolay Davydenko,79.31,clay,38.47,57.45,45.98,81.54,40.44,70.9,55.8
Tommy Robredo,76.67,clay,35.43,55.32,40.13,76.8,33.64,67.7,50.33
David Ferrer,75.0,clay,36.92,53.57,48.0,73.88,36.28,65.79,51.3
David Nalbandian,73.91,clay,37.4,54.32,52.06,78.98,35.05,69.56,55.7
Rafael Nadal,96.0,grass,28.77,54.36,38.14,94.86,24.94,79.73,62.93
Fernando Gonzalez,90.48,grass,24.22,37.04,32.44,93.15,11.7,79.9,57.64
Novak Djokovic,84.21,grass,33.19,57.46,56.49,85.12,37.16,73.63,47.15
Roger Federer,84.0,grass,27.68,55.56,49.61,97.73,25.83,80.61,64.55
Juan Martin del Potro,83.33,grass,33.13,49.37,33.12,84.56,25.89,74.68,57.22
Nicolas Almagro,79.49,grass,23.43,55.21,50.0,76.59,24.48,72.25,66.54
Nikolay Davydenko,79.31,grass,14.29,40.0,50.0,73.33,6.67,71.93,30.77
Tommy Robredo,76.67,grass,19.02,57.14,80.0,83.08,19.12,69.03,47.36
David Ferrer,75.0,grass,27.39,56.17,39.45,95.26,21.9,74.45,58.42
David Nalbandian,73.91,grass,25.95,47.46,60.0,74.38,13.38,74.16,53.95
