player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,88.0,hard,34.56,58.53,50.17,89.0,37.12,76.66,55.48
Roger Federer,87.5,hard,32.58,52.76,43.38,91.47,29.9,80.28,58.27
Kei Nishikori,78.0,hard,30.1,54.08,41.49,82.69,28.68,73.9,53.59
Rafael Nadal,77.78,hard,32.12,55.52,46.85,88.14,32.6,74.14,57.01
Andy Murray,75.86,hard,33.58,55.19,48.22,81.71,33.75,75.5,53.95
Marin Cilic,75.0,hard,29.22,49.67,39.23,85.69,23.27,78.85,51.43
Tomas Berdych,72.73,hard,28.29,54.01,42.41,86.74,27.58,79.34,58.61
Milos Raonic,71.74,hard,25.53,45.94,43.07,89.65,16.59,82.96,58.27
Gael Monfils,70.59,hard,33.29,49.96,42.81,84.75,28.27,76.88,49.93
Stan Wawrinka,70.0,hard,30.86,52.44,44.16,84.38,26.5,78.81,54.06
Novak Djokovic,88.0,clay,37.37,59.8,45.47,83.87,42.11,71.74,60.36
Roger Federer,87.5,clay,35.31,49.16,55.6,90.56,29.26,79.14,51.2
Kei Nishikori,78.0,clay,35.9,55.48,48.23,82.88,39.03,70.77,56.25
Rafael Nadal,77.78,clay,41.59,61.05,58.98,84.29,47.37,71.77,54.72
Andy Murray,75.86,clay,32.23,52.75,42.08,75.94,29.27,69.43,57.46
Marin Cilic,75.0,clay,34.7,48.08,45.52,78.9,28.33,78.78,54.45
Tomas Berdych,72.73,clay,34.66,53.39,47.63,79.76,30.19,75.76,53.68
Milos Raonic,71.74,clay,31.46,41.27,47.11,89.5,21.45,80.8,52.1
Gael Monfils,70.59,clay,37.48,53.57,46.67,74.25,32.05,66.5,50.85
Stan Wawrinka,70.0,clay,28.79,55.51,52.47,85.43,30.52,75.32,63.46
Novak Djokovic,88.0,grass,29.36,53.39,36.33,92.07,26.74,76.71,59.34
Roger Federer,87.5,grass,30.73,48.62,51.84,95.5,25.06,80.8,63.58
Kei Nishikori,78.0,grass,26.41,47.64,40.0,90.23,21.1,74.54,61.61
Rafael Nadal,77.78,grass,25.97,49.44,31.02,86.53,19.14,74.17,54.81
Andy Murray,75.86,grass,33.79,58.03,44.45,86.89,33.18,80.03,44.53
Marin Cilic,75.0,grass,26.61,52.19,26.77,87.6,15.8,80.98,50.68
Tomas Berdych,72.73,grass,26.41,53.95,18.31,91.28,13.0,81.79,55.64
Milos Raonic,71.74,grass,25.73,44.32,34.44,92.89,14.03,84.55,62.69
Gael Monfils,70.59,grass,28.34,47.66,24.04,85.95,18.95,77.32,51.06
Stan Wawrinka,70.0,grass,27.08,44.0,43.12,93.12,18.02,81.89,64.02
