player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Andre Agassi,82.61,hard,33.37,56.48,48.06,88.31,33.4,76.18,58.22
Lleyton Hewitt,79.07,hard,34.91,54.33,43.95,81.32,35.01,75.71,56.21
Andy Roddick,75.56,hard,27.76,50.2,44.65,88.74,24.82,78.98,56.18
Nicolas Escude,75.0,hard,32.24,53.93,46.24,83.78,30.58,75.63,54.66
Roger Federer,73.81,hard,32.5,50.29,47.17,87.65,27.25,76.16,55.75
Tim Henman,72.97,hard,34.34,52.52,44.86,80.74,32.18,69.68,51.14
Pete Sampras,71.43,hard,29.21,43.06,40.89,88.17,20.23,78.87,54.14
Vladimir Voltchkov,71.43,hard,32.35,59.53,39.08,80.79,32.19,75.27,51.87
Paradorn Srichaphan,70.69,hard,29.88,51.05,46.94,83.22,28.3,76.34,57.08
Marcelo Rios,69.44,hard,27.55,50.87,50.69,82.46,25.86,71.94,52.14
Andre Agassi,82.61,clay,38.29,52.94,43.97,87.16,38.2,74.05,60.27
Lleyton Hewitt,79.07,clay,35.48,52.44,45.09,73.92,34.92,69.18,49.97
Andy Roddick,75.56,clay,31.41,52.87,47.64,83.63,27.45,77.81,51.84
Nicolas Escude,75.0,clay,25.05,36.87,42.04,63.95,13.54,70.89,40.33
Roger Federer,73.81,clay,35.85,47.98,37.98,76.07,33.36,71.63,49.46
Tim Henman,72.97,clay,31.75,45.57,55.93,78.5,27.97,68.02,46.8
Pete Sampras,71.43,clay,26.43,44.12,28.19,86.25,17.47,78.99,51.32
Vladimir Voltchkov,71.43,clay,36.07,34.78,18.18,58.33,16.67,64.44,68.0
Paradorn Srichaphan,70.69,clay,27.06,44.58,38.2,60.99,14.2,65.85,54.21
Marcelo Rios,69.44,clay,35.23,48.73,50.74,68.64,27.28,63.18,47.49
Andre Agassi,82.61,grass,36.16,46.19,67.64,76.16,33.08,76.01,40.8
Lleyton Hewitt,79.07,grass,34.53,60.54,38.94,88.21,35.85,76.97,61.44
Andy Roddick,75.56,grass,40.75,42.75,51.52,89.74,38.18,84.98,59.55
Nicolas Escude,75.0,grass,32.74,50.87,54.26,74.19,27.43,74.18,34.89
Roger Federer,73.81,grass,23.7,48.17,67.46,88.01,23.42,77.84,55.47
Tim Henman,72.97,grass,33.51,52.48,40.5,82.5,32.08,73.91,51.61
Pete Sampras,71.43,grass,27.61,45.58,27.08,83.0,14.69,82.17,52.08
Vladimir Voltchkov,71.43,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paradorn Srichaphan,70.69,grass,26.47,50.96,47.33,77.64,25.28,75.86,43.89
Marcelo Rios,69.44,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
