player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,88.89,hard,34.47,54.88,50.05,86.01,32.68,75.22,55.81
Carlos Alcaraz,84.0,hard,36.2,55.47,45.23,86.61,35.86,73.4,58.28
Nick Kyrgios,78.57,hard,29.25,49.53,48.31,92.6,24.84,78.6,55.63
Jannik Sinner,76.67,hard,31.54,50.62,43.06,83.04,25.05,76.28,53.91
Daniil Medvedev,76.47,hard,35.07,54.22,43.3,87.97,30.88,77.97,58.23
Andrey Rublev,76.47,hard,27.62,54.41,40.63,85.13,25.73,78.01,51.39
Pablo Carreno Busta,72.0,hard,30.24,57.97,44.62,88.53,28.73,74.1,57.34
Casper Ruud,72.0,hard,29.4,51.47,41.93,87.28,27.61,78.06,55.45
Taylor Fritz,70.97,hard,31.88,53.48,34.61,87.85,28.64,78.45,59.68
Cameron Norrie,69.23,hard,29.79,54.5,46.35,81.29,29.3,71.4,53.92
Rafael Nadal,88.89,clay,37.83,55.19,46.06,78.66,33.79,68.73,50.9
Carlos Alcaraz,84.0,clay,35.95,56.77,47.53,84.16,36.0,72.07,58.75
Nick Kyrgios,78.57,clay,25.66,42.67,51.89,87.78,18.9,79.65,42.73
Jannik Sinner,76.67,clay,33.99,55.76,49.83,79.93,33.34,72.79,54.86
Daniil Medvedev,76.47,clay,25.71,38.71,50.0,70.0,10.0,72.97,32.26
Andrey Rublev,76.47,clay,34.18,50.57,38.88,78.13,26.27,72.98,52.37
Pablo Carreno Busta,72.0,clay,32.5,49.19,41.44,79.12,28.28,69.04,55.15
Casper Ruud,72.0,clay,32.95,49.36,42.16,87.1,25.03,74.81,55.24
Taylor Fritz,70.97,clay,30.41,55.28,47.66,76.52,29.65,69.12,56.97
Cameron Norrie,69.23,clay,33.09,49.32,46.99,79.33,26.4,70.73,51.65
Rafael Nadal,88.89,grass,35.13,53.15,47.66,83.87,31.96,72.66,56.24
Carlos Alcaraz,84.0,grass,28.28,49.35,19.4,91.12,19.28,77.49,59.6
Nick Kyrgios,78.57,grass,24.39,46.07,36.72,95.47,16.18,80.69,59.64
Jannik Sinner,76.67,grass,28.18,50.1,34.89,88.72,19.52,77.07,68.87
Daniil Medvedev,76.47,grass,28.14,50.85,48.37,82.41,21.02,73.03,47.21
Andrey Rublev,76.47,grass,18.92,45.16,33.33,72.73,18.18,80.49,23.33
Pablo Carreno Busta,72.0,grass,23.06,50.83,26.9,76.74,13.67,66.55,53.72
Casper Ruud,72.0,grass,28.87,50.28,40.37,82.78,17.29,71.13,49.51
Taylor Fritz,70.97,grass,25.83,57.44,46.39,89.61,23.82,80.98,57.78
Cameron Norrie,69.23,grass,29.33,49.92,43.22,85.28,26.33,72.77,53.18
