player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Lleyton Hewitt,83.33,hard,32.53,56.7,48.09,84.65,36.27,76.51,58.34
Andre Agassi,78.26,hard,32.69,54.86,46.28,85.13,34.46,73.6,54.61
Tommy Haas,77.36,hard,31.62,51.51,44.03,87.95,26.83,78.7,56.01
Patrick Rafter,73.91,hard,30.17,50.89,51.16,87.72,27.81,76.9,51.43
Pete Sampras,72.22,hard,28.36,48.12,42.2,85.86,19.02,79.26,55.62
Yevgeny Kafelnikov,71.93,hard,30.44,52.55,43.97,79.13,29.78,75.55,52.54
Roger Federer,70.0,hard,30.19,50.39,42.66,82.81,25.75,73.76,55.96
Tim Henman,70.0,hard,34.24,52.07,46.33,82.7,31.81,74.23,53.48
Marcelo Rios,69.44,hard,30.06,54.41,47.7,82.84,30.17,74.44,52.71
Jan Michael Gambill,68.18,hard,30.18,50.68,49.52,85.5,26.23,78.68,52.41
Lleyton Hewitt,83.33,clay,40.4,53.38,49.35,72.56,41.83,68.74,51.59
Andre Agassi,78.26,clay,31.32,52.92,36.95,73.5,34.04,67.95,44.34
Tommy Haas,77.36,clay,30.13,55.31,37.02,72.43,35.78,69.65,50.51
Patrick Rafter,73.91,clay,38.4,51.57,38.89,81.76,35.3,73.66,54.99
Pete Sampras,72.22,clay,30.28,44.47,34.82,78.38,18.0,72.52,43.71
Yevgeny Kafelnikov,71.93,clay,31.75,47.91,50.07,73.53,24.85,70.56,50.81
Roger Federer,70.0,clay,34.57,47.25,33.27,75.17,24.56,69.53,59.12
Tim Henman,70.0,clay,38.8,52.38,49.2,76.16,37.45,71.66,53.29
Marcelo Rios,69.44,clay,31.56,49.83,51.49,61.54,27.43,60.42,49.5
Jan Michael Gambill,68.18,clay,27.76,49.79,39.86,75.46,20.49,74.2,56.17
Lleyton Hewitt,83.33,grass,34.72,55.62,44.56,88.71,34.47,74.56,61.7
Andre Agassi,78.26,grass,30.85,55.87,40.88,90.7,32.19,76.55,64.81
Tommy Haas,77.36,grass,26.46,36.69,44.44,68.89,21.67,68.99,46.83
Patrick Rafter,73.91,grass,25.71,48.46,35.9,88.78,20.21,77.8,59.31
Pete Sampras,72.22,grass,26.86,45.76,44.1,93.86,20.37,82.96,57.85
Yevgeny Kafelnikov,71.93,grass,27.21,53.42,37.97,84.85,24.03,82.65,61.59
Roger Federer,70.0,grass,29.27,51.72,48.29,89.39,24.57,77.52,52.98
Tim Henman,70.0,grass,31.37,53.49,43.2,90.06,28.23,76.86,57.44
Marcelo Rios,69.44,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Michael Gambill,68.18,grass,25.2,46.69,34.67,85.98,15.81,74.31,50.53
