player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Pete Sampras,91.67,hard,26.76,48.15,36.3,91.47,19.32,82.62,53.38
Patrick Rafter,87.5,hard,30.35,45.43,38.55,84.86,18.88,75.89,52.03
Peter Wessels,85.71,hard,23.91,47.03,25.26,76.31,14.86,66.18,53.72
Vladimir Voltchkov,83.33,hard,25.25,48.39,29.15,68.56,19.08,70.22,51.38
Lleyton Hewitt,80.0,hard,33.28,55.24,50.81,85.83,34.87,76.38,58.21
Byron Black,75.0,hard,29.26,54.7,38.95,81.94,27.42,71.68,52.42
Sebastien Grosjean,75.0,hard,33.26,51.98,48.89,80.75,33.16,72.07,57.85
Andre Agassi,75.0,hard,28.52,53.72,48.76,85.4,29.61,74.74,56.01
David Prinosil,75.0,hard,23.86,46.62,36.08,65.88,16.77,71.21,43.86
Jan Michael Gambill,72.73,hard,26.88,48.92,41.33,85.65,20.75,80.09,55.18
Pete Sampras,91.67,clay,27.49,47.88,38.22,82.14,21.88,75.69,57.82
Patrick Rafter,87.5,clay,31.22,45.24,24.92,80.66,18.46,72.32,66.45
Peter Wessels,85.71,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimir Voltchkov,83.33,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lleyton Hewitt,80.0,clay,32.15,52.54,57.88,75.06,35.85,72.25,52.89
Byron Black,75.0,clay,22.39,51.06,39.94,55.49,19.3,59.82,33.12
Sebastien Grosjean,75.0,clay,37.53,54.2,43.48,75.87,38.48,65.74,53.4
Andre Agassi,75.0,clay,30.55,57.17,43.63,74.03,31.7,70.89,47.13
David Prinosil,75.0,clay,26.33,49.64,50.0,53.44,16.4,65.14,51.65
Jan Michael Gambill,72.73,clay,31.4,51.56,46.19,78.34,26.0,74.33,57.71
Pete Sampras,91.67,grass,26.22,49.17,52.51,94.75,20.61,82.41,58.86
Patrick Rafter,87.5,grass,28.99,51.63,39.3,92.58,27.39,79.82,54.74
Peter Wessels,85.71,grass,20.17,43.23,57.54,92.2,13.46,80.31,58.07
Vladimir Voltchkov,83.33,grass,22.52,50.65,56.75,87.03,17.42,78.21,50.1
Lleyton Hewitt,80.0,grass,23.66,54.04,48.1,88.86,26.11,80.82,61.06
Byron Black,75.0,grass,29.43,59.54,46.27,83.27,34.03,72.01,52.86
Sebastien Grosjean,75.0,grass,31.47,56.39,33.56,88.54,30.32,77.68,56.08
Andre Agassi,75.0,grass,32.08,50.64,48.04,87.12,28.29,73.54,57.17
David Prinosil,75.0,grass,25.02,50.65,32.15,91.15,20.26,81.15,56.42
Jan Michael Gambill,72.73,grass,24.69,51.73,39.66,90.6,21.04,80.86,59.63
