player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,95.0,hard,36.99,59.51,51.82,85.6,44.53,73.93,54.64
Rafael Nadal,93.55,hard,34.05,54.79,49.32,83.73,33.86,73.17,54.88
David Ferrer,80.0,hard,31.63,54.26,43.78,83.9,31.15,71.8,57.87
Nicolas Almagro,78.05,hard,24.31,48.77,30.25,79.05,13.69,76.64,58.88
Robin Soderling,76.19,hard,29.11,52.31,51.51,89.37,26.52,78.26,54.66
Andy Murray,75.0,hard,37.76,57.11,50.9,81.38,39.48,76.36,52.79
Roger Federer,75.0,hard,33.45,54.22,46.82,90.94,32.54,79.61,59.96
Juan Carlos Ferrero,73.33,hard,27.51,50.93,35.5,81.0,19.41,70.69,57.67
Juan Martin del Potro,71.43,hard,29.71,51.36,48.95,87.49,27.66,76.24,55.99
Florian Mayer,70.37,hard,27.45,52.5,47.97,78.99,28.22,72.46,55.58
Novak Djokovic,95.0,clay,37.6,59.83,49.43,89.18,40.26,75.83,60.48
Rafael Nadal,93.55,clay,39.99,61.98,52.98,84.44,47.11,72.15,58.73
David Ferrer,80.0,clay,37.46,56.94,56.35,83.33,41.92,74.22,56.13
Nicolas Almagro,78.05,clay,34.02,51.7,47.84,82.23,31.5,74.87,56.97
Robin Soderling,76.19,clay,36.74,53.47,42.62,80.92,35.09,73.91,58.05
Andy Murray,75.0,clay,41.99,59.35,45.43,73.36,44.4,71.09,50.2
Roger Federer,75.0,clay,33.34,47.82,39.05,89.43,26.18,77.75,62.5
Juan Carlos Ferrero,73.33,clay,35.98,52.34,44.43,72.64,35.9,62.74,51.38
Juan Martin del Potro,71.43,clay,35.25,56.48,50.34,90.45,36.44,77.93,56.01
Florian Mayer,70.37,clay,37.95,52.85,51.56,76.51,34.05,68.99,49.92
Novak Djokovic,95.0,grass,32.64,57.0,50.36,91.45,32.55,78.05,60.6
Rafael Nadal,93.55,grass,27.56,55.13,46.49,86.65,26.08,74.22,58.04
David Ferrer,80.0,grass,25.5,56.75,34.99,86.94,25.96,75.83,53.39
Nicolas Almagro,78.05,grass,20.07,42.1,26.86,94.62,9.0,83.8,74.35
Robin Soderling,76.19,grass,26.16,44.57,37.37,79.58,13.27,75.77,44.17
Andy Murray,75.0,grass,32.42,51.3,42.29,92.09,25.13,79.81,59.41
Roger Federer,75.0,grass,35.03,47.26,61.43,95.21,26.28,82.96,65.15
Juan Carlos Ferrero,73.33,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Martin del Potro,71.43,grass,34.89,47.4,42.45,93.49,25.49,82.97,57.38
Florian Mayer,70.37,grass,21.25,51.99,35.14,78.99,11.72,74.17,54.78
