player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,96.15,hard,33.85,56.3,45.3,84.95,32.48,72.22,57.45
Roger Federer,88.24,hard,35.9,52.5,47.54,92.33,33.69,77.05,61.34
Gaston Gaudio,84.31,hard,30.49,47.06,37.05,76.81,20.41,69.79,53.65
Guillermo Coria,83.33,hard,34.71,56.64,45.68,75.21,37.68,69.31,48.42
Andy Roddick,76.92,hard,26.37,49.48,45.82,93.93,21.0,83.68,58.09
David Nalbandian,75.0,hard,32.2,54.66,44.76,76.71,31.33,68.65,55.65
Stan Wawrinka,75.0,hard,25.25,45.05,25.9,70.92,13.57,70.37,55.66
Richard Gasquet,72.22,hard,27.62,51.52,45.75,83.59,24.4,75.66,51.47
Nikolay Davydenko,71.43,hard,33.01,52.56,43.62,79.2,31.63,68.94,50.99
Fernando Gonzalez,68.97,hard,28.63,49.04,38.71,84.3,22.11,76.24,53.81
Rafael Nadal,96.15,clay,42.81,60.33,55.6,86.47,48.57,72.55,56.79
Roger Federer,88.24,clay,39.91,52.79,54.41,86.86,37.58,74.02,60.32
Gaston Gaudio,84.31,clay,37.87,59.02,49.06,78.3,43.19,68.54,51.71
Guillermo Coria,83.33,clay,41.49,58.67,52.76,79.69,45.52,69.92,51.86
Andy Roddick,76.92,clay,35.02,53.88,42.79,89.82,32.18,79.0,57.94
David Nalbandian,75.0,clay,42.43,60.4,55.0,75.9,46.13,68.78,53.98
Stan Wawrinka,75.0,clay,33.66,52.06,39.5,80.68,26.37,72.56,55.0
Richard Gasquet,72.22,clay,40.02,57.59,56.5,81.84,44.33,73.39,59.38
Nikolay Davydenko,71.43,clay,40.46,53.2,48.2,77.26,40.1,66.97,55.34
Fernando Gonzalez,68.97,clay,31.24,53.9,42.51,85.99,26.8,77.93,57.1
Rafael Nadal,96.15,grass,23.53,52.49,23.4,90.29,19.13,78.6,54.84
Roger Federer,88.24,grass,28.44,54.12,48.33,93.1,26.52,80.62,62.16
Gaston Gaudio,84.31,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Coria,83.33,grass,30.26,52.49,29.74,86.14,27.4,80.35,50.5
Andy Roddick,76.92,grass,24.7,52.65,42.98,91.86,21.4,81.55,54.61
David Nalbandian,75.0,grass,33.91,55.46,32.87,77.12,31.68,67.61,51.04
Stan Wawrinka,75.0,grass,21.34,45.37,23.75,73.5,12.5,72.08,33.66
Richard Gasquet,72.22,grass,30.01,52.38,44.15,88.85,27.67,77.57,55.53
Nikolay Davydenko,71.43,grass,24.22,57.29,28.57,93.75,13.34,72.79,49.37
Fernando Gonzalez,68.97,grass,28.01,45.94,47.72,88.32,18.62,79.69,56.98
