player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,87.18,hard,31.98,57.39,44.2,93.37,31.72,79.67,61.0
Roger Federer,83.33,hard,35.42,49.56,43.46,91.65,30.09,79.14,62.45
Novak Djokovic,81.4,hard,34.6,55.38,51.51,90.14,33.87,78.2,62.8
Kevin Anderson,80.0,hard,27.51,50.36,50.5,85.62,18.92,75.75,52.81
Daniil Medvedev,77.97,hard,31.09,57.0,47.18,86.56,31.02,78.5,57.01
Alex De Minaur,75.0,hard,30.63,52.4,47.16,85.77,26.74,76.57,56.79
Dominic Thiem,71.05,hard,27.93,49.27,45.81,85.34,21.78,74.3,56.93
Stefanos Tsitsipas,68.52,hard,27.04,45.84,38.62,87.14,18.26,78.19,54.56
Gael Monfils,68.18,hard,32.15,49.08,40.86,83.27,28.49,73.16,49.62
Andrey Rublev,68.09,hard,30.29,56.05,44.54,81.94,28.13,75.09,52.38
Rafael Nadal,87.18,clay,41.4,56.69,49.13,87.01,46.38,71.85,59.47
Roger Federer,83.33,clay,30.23,53.03,48.34,88.78,25.87,75.95,61.78
Novak Djokovic,81.4,clay,36.36,51.71,60.3,87.01,34.85,75.33,54.09
Kevin Anderson,80.0,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniil Medvedev,77.97,clay,35.43,53.55,44.57,76.36,33.58,67.2,65.23
Alex De Minaur,75.0,clay,29.02,42.07,22.28,65.39,15.64,66.95,44.66
Dominic Thiem,71.05,clay,32.91,52.71,46.53,83.4,30.95,72.8,59.08
Stefanos Tsitsipas,68.52,clay,35.01,50.5,46.64,81.77,29.69,73.61,49.78
Gael Monfils,68.18,clay,36.34,49.2,52.81,75.65,33.26,69.24,51.38
Andrey Rublev,68.09,clay,29.55,53.68,52.06,77.8,26.14,74.02,55.36
Rafael Nadal,87.18,grass,33.17,53.5,43.82,94.41,34.1,81.78,62.09
Roger Federer,83.33,grass,32.19,50.02,50.01,95.33,25.35,81.64,65.66
Novak Djokovic,81.4,grass,34.64,56.43,49.4,90.97,36.06,78.61,55.88
Kevin Anderson,80.0,grass,30.28,47.97,31.36,88.6,15.44,84.69,61.34
Daniil Medvedev,77.97,grass,27.98,53.98,38.45,87.02,23.95,75.64,58.76
Alex De Minaur,75.0,grass,25.33,48.95,43.5,84.75,21.16,71.91,63.5
Dominic Thiem,71.05,grass,10.14,43.94,0.0,80.95,0.0,75.0,52.38
Stefanos Tsitsipas,68.52,grass,27.5,45.6,18.62,82.92,12.08,75.29,57.58
Gael Monfils,68.18,grass,27.57,48.05,41.78,76.7,17.73,65.61,40.67
Andrey Rublev,68.09,grass,25.54,54.88,11.54,71.24,14.28,63.62,53.64
