player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,82.14,hard,32.47,54.33,47.96,86.07,31.77,72.17,58.35
Andy Murray,81.13,hard,34.29,54.93,44.62,82.79,33.33,76.31,52.46
Novak Djokovic,78.18,hard,31.84,53.37,49.48,88.72,29.84,75.52,58.33
Andy Roddick,76.92,hard,29.33,48.78,44.49,90.88,22.1,79.69,54.53
Roger Federer,76.09,hard,30.72,52.55,43.42,90.53,28.14,78.41,58.2
David Nalbandian,75.0,hard,30.7,54.68,45.18,82.67,32.07,76.43,54.0
Jo-Wilfried Tsonga,71.05,hard,30.32,48.37,41.34,85.52,22.4,77.51,52.49
James Blake,70.0,hard,33.65,48.03,48.13,81.72,28.72,76.12,52.92
Philipp Petzschner,70.0,hard,31.71,48.55,37.16,79.83,23.98,76.37,60.63
Juan Martin del Potro,69.23,hard,33.09,54.13,46.76,81.45,33.29,74.21,51.44
Rafael Nadal,82.14,clay,45.55,61.15,53.07,85.14,52.88,69.76,60.82
Andy Murray,81.13,clay,33.69,49.33,47.02,74.37,28.86,67.75,52.93
Novak Djokovic,78.18,clay,40.27,57.65,55.59,86.3,43.22,72.04,59.37
Andy Roddick,76.92,clay,30.8,47.44,32.06,69.38,19.52,55.14,44.62
Roger Federer,76.09,clay,37.72,54.69,46.42,84.45,33.18,74.37,58.89
David Nalbandian,75.0,clay,37.4,54.32,52.06,78.98,35.05,69.56,55.7
Jo-Wilfried Tsonga,71.05,clay,30.89,48.96,53.19,86.15,19.77,74.03,52.88
James Blake,70.0,clay,29.64,49.26,44.28,79.43,24.07,69.3,60.35
Philipp Petzschner,70.0,clay,25.38,54.57,33.89,72.08,19.06,70.09,51.58
Juan Martin del Potro,69.23,clay,33.33,53.94,57.34,87.12,34.79,75.77,55.56
Rafael Nadal,82.14,grass,28.77,54.36,38.14,94.86,24.94,79.73,62.93
Andy Murray,81.13,grass,27.97,59.85,37.35,89.22,34.36,74.15,58.13
Novak Djokovic,78.18,grass,33.19,57.46,56.49,85.12,37.16,73.63,47.15
Andy Roddick,76.92,grass,23.43,45.6,14.45,94.62,10.04,81.24,62.09
Roger Federer,76.09,grass,27.68,55.56,49.61,97.73,25.83,80.61,64.55
David Nalbandian,75.0,grass,25.95,47.46,60.0,74.38,13.38,74.16,53.95
Jo-Wilfried Tsonga,71.05,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Blake,70.0,grass,32.83,46.35,41.35,82.8,23.59,77.16,53.43
Philipp Petzschner,70.0,grass,28.44,50.05,27.46,83.3,12.82,77.69,71.82
Juan Martin del Potro,69.23,grass,33.13,49.37,33.12,84.56,25.89,74.68,57.22
