player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Magnus Larsson,78.57,hard,28.18,49.81,46.39,84.07,24.01,74.27,55.03
Pete Sampras,77.78,hard,26.76,48.15,36.3,91.47,19.32,82.62,53.38
Lleyton Hewitt,77.08,hard,33.28,55.24,50.81,85.83,34.87,76.38,58.21
Tim Henman,74.55,hard,35.61,49.86,42.47,86.81,31.49,78.73,53.21
Andre Agassi,73.53,hard,28.52,53.72,48.76,85.4,29.61,74.74,56.01
Magnus Norman,71.93,hard,28.96,52.82,47.17,81.51,27.99,72.99,48.77
Wayne Ferreira,71.43,hard,31.79,50.86,48.59,81.31,30.19,76.0,55.34
Nicolas Kiefer,71.05,hard,32.39,52.47,47.93,81.33,31.64,76.11,52.44
Marat Safin,70.59,hard,28.97,52.76,42.03,81.78,26.87,79.22,56.38
Gustavo Kuerten,70.0,hard,25.13,50.93,39.49,88.22,21.74,79.8,60.92
Magnus Larsson,78.57,clay,28.22,56.06,32.67,70.7,25.28,59.53,39.14
Pete Sampras,77.78,clay,27.49,47.88,38.22,82.14,21.88,75.69,57.82
Lleyton Hewitt,77.08,clay,32.15,52.54,57.88,75.06,35.85,72.25,52.89
Tim Henman,74.55,clay,36.76,47.44,35.14,76.76,28.76,71.75,58.12
Andre Agassi,73.53,clay,30.55,57.17,43.63,74.03,31.7,70.89,47.13
Magnus Norman,71.93,clay,35.1,55.55,44.25,84.25,34.69,74.35,57.26
Wayne Ferreira,71.43,clay,34.11,44.92,34.0,76.66,21.07,71.67,61.76
Nicolas Kiefer,71.05,clay,26.03,48.43,53.57,58.04,19.91,61.7,49.36
Marat Safin,70.59,clay,31.61,48.79,41.16,84.96,23.9,76.76,55.87
Gustavo Kuerten,70.0,clay,36.53,54.81,49.51,83.51,36.67,77.67,54.43
Magnus Larsson,78.57,grass,21.66,46.08,57.14,64.15,20.0,61.36,41.66
Pete Sampras,77.78,grass,26.22,49.17,52.51,94.75,20.61,82.41,58.86
Lleyton Hewitt,77.08,grass,23.66,54.04,48.1,88.86,26.11,80.82,61.06
Tim Henman,74.55,grass,27.22,53.55,35.82,87.46,20.07,80.94,53.35
Andre Agassi,73.53,grass,32.08,50.64,48.04,87.12,28.29,73.54,57.17
Magnus Norman,71.93,grass,40.35,49.47,30.09,81.96,33.34,77.5,63.31
Wayne Ferreira,71.43,grass,25.66,52.53,36.14,86.7,20.99,79.42,59.46
Nicolas Kiefer,71.05,grass,25.39,52.12,42.49,81.73,31.68,76.04,54.24
Marat Safin,70.59,grass,22.22,49.2,30.89,82.94,18.37,77.08,48.06
Gustavo Kuerten,70.0,grass,23.36,48.46,25.45,83.11,14.13,79.25,51.3
