player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,100.0,hard,35.35,53.91,48.44,90.99,33.33,77.57,59.38
Lleyton Hewitt,90.0,hard,34.55,54.73,45.54,76.05,34.8,71.11,55.24
Mario Ancic,90.0,hard,31.73,47.12,44.46,82.24,25.63,73.99,53.49
Mark Philippoussis,80.0,hard,24.52,41.63,37.0,70.63,15.04,72.96,48.74
Rafael Nadal,80.0,hard,28.7,53.07,45.85,86.75,26.6,72.72,56.22
Andy Roddick,77.78,hard,29.99,49.91,47.34,92.61,23.84,80.87,57.38
Tomas Berdych,77.78,hard,28.75,50.25,40.75,80.68,22.51,76.59,53.41
Jonas Bjorkman,75.0,hard,27.04,49.53,38.56,65.96,20.98,69.12,51.11
Richard Gasquet,75.0,hard,32.15,51.04,40.09,80.76,27.71,72.65,55.73
Marcos Baghdatis,72.73,hard,30.97,51.53,38.62,79.73,26.42,75.44,55.25
Roger Federer,100.0,clay,38.29,55.22,42.68,86.84,37.96,75.77,63.18
Lleyton Hewitt,90.0,clay,36.71,57.79,48.69,70.84,40.11,66.74,50.6
Mario Ancic,90.0,clay,31.42,49.75,42.4,81.58,24.39,71.34,53.57
Mark Philippoussis,80.0,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Nadal,80.0,clay,40.76,57.09,51.8,84.99,43.92,69.48,58.28
Andy Roddick,77.78,clay,32.95,55.21,48.36,77.78,36.4,74.81,54.29
Tomas Berdych,77.78,clay,35.92,56.88,48.56,80.23,38.26,75.84,53.48
Jonas Bjorkman,75.0,clay,27.08,54.0,66.66,55.0,21.43,64.84,39.55
Richard Gasquet,75.0,clay,30.55,52.21,46.89,76.76,29.13,71.09,46.78
Marcos Baghdatis,72.73,clay,30.38,49.91,62.37,62.53,27.18,66.7,51.73
Roger Federer,100.0,grass,33.73,52.43,52.64,95.11,31.3,79.36,63.61
Lleyton Hewitt,90.0,grass,32.14,57.3,46.62,83.73,31.11,74.99,56.99
Mario Ancic,90.0,grass,29.75,49.18,36.62,92.44,23.3,81.02,56.5
Mark Philippoussis,80.0,grass,26.73,50.77,31.98,95.2,16.97,86.52,62.2
Rafael Nadal,80.0,grass,26.18,51.98,43.66,89.87,19.68,76.27,53.75
Andy Roddick,77.78,grass,29.75,45.68,34.47,91.23,17.85,79.25,46.36
Tomas Berdych,77.78,grass,25.14,50.55,49.71,85.53,17.85,76.31,56.97
Jonas Bjorkman,75.0,grass,29.11,54.01,36.54,79.54,24.89,72.28,53.67
Richard Gasquet,75.0,grass,26.99,53.28,47.12,88.22,23.86,74.28,56.38
Marcos Baghdatis,72.73,grass,33.83,57.89,49.73,83.38,33.94,76.46,51.25
