player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Andy Murray,100.0,hard,34.82,56.05,50.78,84.62,34.71,74.93,51.53
Nicolas Mahut,85.71,hard,30.64,46.9,44.96,89.14,21.1,77.75,60.17
Novak Djokovic,85.71,hard,36.64,57.31,46.38,90.53,38.14,76.89,62.98
Roger Federer,83.33,hard,31.97,52.29,41.0,87.18,27.17,77.93,53.95
Feliciano Lopez,81.82,hard,25.91,45.02,35.72,78.55,16.4,72.4,50.92
Mikhail Youzhny,77.78,hard,28.79,49.32,46.88,78.59,24.74,71.35,49.73
Juan Martin del Potro,77.78,hard,28.68,53.11,42.06,87.75,25.15,75.78,54.79
Lleyton Hewitt,75.0,hard,27.37,50.87,44.43,73.65,22.16,70.24,53.35
Tomas Berdych,75.0,hard,31.71,55.22,45.55,87.21,29.61,79.43,56.76
Fernando Verdasco,75.0,hard,28.9,47.02,32.02,77.66,18.35,71.91,55.02
Andy Murray,100.0,clay,34.14,46.27,29.5,69.02,22.14,69.03,46.97
Nicolas Mahut,85.71,clay,28.57,36.11,16.67,61.54,7.14,70.21,52.0
Novak Djokovic,85.71,clay,37.54,56.11,46.47,84.23,38.9,72.66,57.52
Roger Federer,83.33,clay,35.61,50.8,47.52,84.62,29.41,74.36,60.33
Feliciano Lopez,81.82,clay,27.92,47.26,47.65,81.1,18.06,72.62,50.16
Mikhail Youzhny,77.78,clay,32.32,51.54,41.73,74.58,26.25,67.94,46.83
Juan Martin del Potro,77.78,clay,28.2,48.26,62.74,78.03,29.08,71.22,43.01
Lleyton Hewitt,75.0,clay,36.91,44.17,55.45,58.4,28.29,60.07,50.46
Tomas Berdych,75.0,clay,32.09,49.08,39.92,78.09,28.47,71.9,49.21
Fernando Verdasco,75.0,clay,30.71,52.32,38.13,78.25,24.49,70.69,57.4
Andy Murray,100.0,grass,33.09,58.12,41.48,89.31,31.79,77.17,56.17
Nicolas Mahut,85.71,grass,34.08,49.42,42.71,92.1,30.25,81.35,53.74
Novak Djokovic,85.71,grass,35.46,51.81,31.09,88.9,27.57,79.09,61.11
Roger Federer,83.33,grass,39.87,54.84,41.51,95.57,38.46,79.28,64.74
Feliciano Lopez,81.82,grass,29.22,41.88,38.57,93.96,19.0,82.78,62.89
Mikhail Youzhny,77.78,grass,27.22,55.83,45.18,92.23,26.22,76.1,60.57
Juan Martin del Potro,77.78,grass,30.25,56.66,42.6,90.56,26.05,77.25,53.68
Lleyton Hewitt,75.0,grass,30.44,58.22,48.86,82.36,33.6,72.17,58.9
Tomas Berdych,75.0,grass,30.02,52.25,36.77,92.35,19.87,80.74,62.6
Fernando Verdasco,75.0,grass,30.43,51.74,42.33,90.39,24.82,80.4,61.11
