player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,95.12,hard,32.05,54.84,50.28,88.45,32.25,73.77,59.21
Novak Djokovic,83.33,hard,36.64,57.31,46.38,90.53,38.14,76.89,62.98
David Ferrer,78.57,hard,32.52,55.36,47.2,78.07,32.81,69.97,51.65
Stan Wawrinka,75.0,hard,29.24,48.08,39.89,83.56,20.36,75.52,55.79
Jo-Wilfried Tsonga,75.0,hard,28.97,46.29,44.53,87.25,21.04,76.27,51.43
Fabio Fognini,73.68,hard,29.18,53.36,50.12,69.21,30.08,66.73,47.05
Tommy Robredo,71.43,hard,28.98,48.32,42.13,75.71,19.59,72.32,53.46
Roger Federer,70.59,hard,31.97,52.29,41.0,87.18,27.17,77.93,53.95
Kevin Anderson,68.75,hard,25.8,47.48,34.56,86.49,16.38,77.18,52.89
Nicolas Almagro,67.65,hard,26.39,52.37,50.03,84.15,24.12,79.15,57.71
Rafael Nadal,95.12,clay,38.3,55.69,50.11,88.55,41.7,73.99,57.14
Novak Djokovic,83.33,clay,37.54,56.11,46.47,84.23,38.9,72.66,57.52
David Ferrer,78.57,clay,37.84,58.1,45.05,78.6,40.73,70.22,56.07
Stan Wawrinka,75.0,clay,33.1,51.96,41.01,85.46,29.92,73.37,58.91
Jo-Wilfried Tsonga,75.0,clay,35.09,49.01,48.42,86.26,26.13,74.95,57.87
Fabio Fognini,73.68,clay,36.79,52.35,43.09,75.45,33.73,67.01,55.29
Tommy Robredo,71.43,clay,34.83,49.65,43.55,78.21,32.77,70.74,54.06
Roger Federer,70.59,clay,35.61,50.8,47.52,84.62,29.41,74.36,60.33
Kevin Anderson,68.75,clay,32.58,46.51,44.62,82.34,24.98,73.95,50.73
Nicolas Almagro,67.65,clay,34.61,52.05,43.96,86.27,29.94,77.71,60.33
Rafael Nadal,95.12,grass,26.39,42.86,28.57,82.35,11.76,65.0,44.68
Novak Djokovic,83.33,grass,35.46,51.81,31.09,88.9,27.57,79.09,61.11
David Ferrer,78.57,grass,28.06,50.68,25.16,86.6,18.98,75.53,53.26
Stan Wawrinka,75.0,grass,27.67,46.92,37.36,85.5,17.86,72.79,56.26
Jo-Wilfried Tsonga,75.0,grass,24.6,47.06,41.94,91.33,17.41,78.08,51.25
Fabio Fognini,73.68,grass,27.46,47.03,40.28,70.27,27.26,66.62,49.32
Tommy Robredo,71.43,grass,25.79,46.1,36.35,88.89,19.49,77.56,60.23
Roger Federer,70.59,grass,39.87,54.84,41.51,95.57,38.46,79.28,64.74
Kevin Anderson,68.75,grass,29.5,47.13,55.36,84.69,21.36,76.89,58.4
Nicolas Almagro,67.65,grass,18.03,51.66,56.67,90.3,13.94,83.79,48.89
