player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,86.36,hard,31.38,56.29,47.37,90.88,30.31,78.26,54.69
Novak Djokovic,85.71,hard,33.4,55.52,48.96,90.09,33.16,79.51,56.26
Casper Ruud,85.29,hard,29.93,52.39,50.83,83.48,27.37,73.67,55.27
Stefanos Tsitsipas,82.14,hard,30.75,52.02,45.74,87.89,25.44,77.39,56.2
Alexander Zverev,77.78,hard,30.07,54.64,42.89,87.2,27.47,78.51,52.62
Matteo Berrettini,77.78,hard,28.71,46.61,46.31,88.1,20.39,78.68,49.28
Pablo Carreno Busta,77.27,hard,26.53,50.03,45.24,79.49,21.38,70.38,45.16
Cameron Norrie,73.68,hard,32.71,54.21,49.87,80.04,31.73,70.71,49.41
Lorenzo Sonego,69.23,hard,27.74,44.71,40.77,85.98,18.6,73.69,56.36
Alejandro Davidovich Fokina,66.67,hard,29.26,52.69,40.28,71.53,25.69,66.55,48.37
Rafael Nadal,86.36,clay,36.52,59.66,46.07,82.17,41.32,72.0,54.6
Novak Djokovic,85.71,clay,43.55,56.27,49.49,81.98,45.33,71.68,58.18
Casper Ruud,85.29,clay,33.04,57.39,49.65,86.38,34.38,73.55,58.75
Stefanos Tsitsipas,82.14,clay,33.18,54.93,49.56,89.79,32.35,76.94,58.52
Alexander Zverev,77.78,clay,38.15,53.86,46.02,82.94,36.22,74.22,53.83
Matteo Berrettini,77.78,clay,31.8,48.06,37.24,89.7,23.11,79.21,56.14
Pablo Carreno Busta,77.27,clay,32.94,54.68,48.12,84.46,30.12,71.09,54.67
Cameron Norrie,73.68,clay,32.38,53.44,50.95,81.22,30.05,71.05,51.88
Lorenzo Sonego,69.23,clay,32.08,50.97,37.29,75.45,25.32,68.69,49.47
Alejandro Davidovich Fokina,66.67,clay,33.7,50.41,45.33,72.28,28.43,66.06,45.67
Rafael Nadal,86.36,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novak Djokovic,85.71,grass,32.42,55.26,38.61,94.2,29.05,84.84,57.71
Casper Ruud,85.29,grass,22.57,51.35,41.94,82.23,17.88,78.0,42.73
Stefanos Tsitsipas,82.14,grass,31.34,33.33,0.0,73.33,0.0,75.93,90.91
Alexander Zverev,77.78,grass,30.89,48.37,44.1,90.04,25.6,82.42,54.89
Matteo Berrettini,77.78,grass,30.71,46.62,36.36,94.02,22.43,82.87,57.06
Pablo Carreno Busta,77.27,grass,24.3,45.22,35.83,90.06,13.39,75.75,49.28
Cameron Norrie,73.68,grass,29.43,53.5,50.25,90.06,27.16,73.46,54.32
Lorenzo Sonego,69.23,grass,32.2,48.19,49.61,86.44,28.11,75.93,45.36
Alejandro Davidovich Fokina,66.67,grass,26.88,55.5,39.63,76.54,34.36,64.23,37.01
