player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Andy Murray,100.0,hard,35.33,58.05,50.31,86.15,38.85,77.31,55.15
Milos Raonic,83.33,hard,28.88,50.25,41.49,91.25,21.49,82.35,57.53
Nicolas Mahut,80.0,hard,27.63,47.9,48.36,78.31,21.55,74.43,50.63
Dominic Thiem,80.0,hard,28.25,47.02,38.75,80.92,22.01,74.38,51.61
Florian Mayer,77.78,hard,19.68,50.53,44.54,74.53,19.78,70.46,44.29
Roger Federer,76.92,hard,34.01,55.98,42.07,89.73,35.11,81.23,56.38
Alexander Zverev,75.0,hard,28.29,50.32,39.58,81.47,23.47,72.91,52.07
Steve Johnson,73.33,hard,25.52,43.97,31.0,86.33,15.9,75.36,56.68
Ivo Karlovic,72.73,hard,20.17,39.78,37.3,91.17,8.46,81.29,56.07
Gilles Muller,72.22,hard,26.18,44.52,34.33,88.31,16.29,81.88,54.52
Andy Murray,100.0,clay,35.24,54.63,45.49,85.29,36.08,75.62,58.8
Milos Raonic,83.33,clay,31.29,44.9,34.99,83.08,19.77,74.95,55.39
Nicolas Mahut,80.0,clay,28.74,36.99,67.46,72.18,14.49,67.51,53.04
Dominic Thiem,80.0,clay,33.58,51.1,41.84,81.99,29.14,73.18,55.03
Florian Mayer,77.78,clay,28.49,46.76,35.16,61.46,19.43,64.52,33.77
Roger Federer,76.92,clay,33.8,45.49,49.76,85.4,26.48,73.06,63.55
Alexander Zverev,75.0,clay,32.35,51.04,47.28,78.09,29.76,69.82,52.81
Steve Johnson,73.33,clay,28.38,30.18,39.6,75.24,14.72,74.32,47.61
Ivo Karlovic,72.73,clay,17.79,38.39,26.85,89.38,4.93,79.86,51.11
Gilles Muller,72.22,clay,25.99,44.05,71.43,43.65,15.56,72.45,38.56
Andy Murray,100.0,grass,33.48,57.62,42.82,90.85,30.59,80.12,53.8
Milos Raonic,83.33,grass,23.47,51.44,43.12,95.73,14.05,82.57,59.24
Nicolas Mahut,80.0,grass,26.58,52.68,58.89,90.91,24.03,76.85,54.98
Dominic Thiem,80.0,grass,25.9,46.34,45.38,90.74,16.94,79.67,60.15
Florian Mayer,77.78,grass,23.79,54.48,42.94,89.74,17.06,76.87,55.35
Roger Federer,76.92,grass,28.83,48.96,33.65,91.4,22.09,82.16,58.64
Alexander Zverev,75.0,grass,32.53,48.68,66.25,83.09,26.51,74.92,52.46
Steve Johnson,73.33,grass,28.97,49.56,48.84,84.26,21.32,76.86,48.34
Ivo Karlovic,72.73,grass,18.96,37.16,33.75,96.91,7.01,83.82,60.74
Gilles Muller,72.22,grass,24.3,44.56,36.94,91.75,14.51,83.14,59.79
