player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,92.31,hard,31.86,52.18,43.24,92.07,28.2,80.27,60.67
Novak Djokovic,88.89,hard,31.17,54.19,52.96,84.74,28.49,74.17,59.03
Gilles Muller,84.62,hard,25.7,44.2,39.07,87.24,14.93,80.78,50.62
Feliciano Lopez,81.82,hard,22.95,43.28,39.6,80.86,14.54,77.61,50.97
Marin Cilic,80.0,hard,29.23,50.9,41.53,81.99,22.86,78.09,57.5
Alexander Zverev,75.0,hard,28.33,48.91,49.93,86.17,24.11,75.95,53.31
Lucas Pouille,75.0,hard,27.67,50.62,46.89,82.29,23.51,75.62,57.57
Tomas Berdych,72.73,hard,26.64,53.69,58.64,85.42,25.52,78.84,54.12
Roberto Bautista Agut,71.43,hard,32.27,56.76,45.83,83.49,34.12,73.4,57.05
Karen Khachanov,71.43,hard,26.68,48.4,32.43,79.16,18.51,76.12,55.75
Roger Federer,92.31,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novak Djokovic,88.89,clay,35.11,55.14,46.63,78.99,35.24,70.4,47.99
Gilles Muller,84.62,clay,28.2,42.13,53.96,85.29,20.69,74.88,51.25
Feliciano Lopez,81.82,clay,30.29,44.76,42.03,77.73,21.54,72.16,57.1
Marin Cilic,80.0,clay,38.89,54.48,47.47,87.86,37.16,79.41,63.21
Alexander Zverev,75.0,clay,31.03,52.63,51.78,81.53,28.69,71.78,55.7
Lucas Pouille,75.0,clay,35.93,56.08,45.47,82.27,35.8,74.03,61.02
Tomas Berdych,72.73,clay,24.87,48.93,38.6,85.34,20.74,75.58,55.37
Roberto Bautista Agut,71.43,clay,36.41,50.15,42.78,75.12,31.48,67.7,52.56
Karen Khachanov,71.43,clay,31.31,46.59,43.6,79.19,23.35,72.37,54.76
Roger Federer,92.31,grass,34.79,52.91,39.0,94.62,30.33,82.31,58.95
Novak Djokovic,88.89,grass,32.52,54.82,41.91,94.71,30.12,77.3,52.51
Gilles Muller,84.62,grass,21.7,47.14,43.26,95.1,14.08,82.25,55.92
Feliciano Lopez,81.82,grass,21.49,46.92,30.84,91.55,15.6,82.21,56.51
Marin Cilic,80.0,grass,29.54,53.61,41.5,92.89,22.45,85.4,61.96
Alexander Zverev,75.0,grass,29.38,53.67,53.43,87.96,26.73,78.59,48.92
Lucas Pouille,75.0,grass,16.14,47.26,52.29,88.19,11.04,78.06,58.23
Tomas Berdych,72.73,grass,23.81,49.53,51.87,93.36,15.16,83.76,56.29
Roberto Bautista Agut,71.43,grass,28.25,53.73,42.58,77.06,27.82,68.83,45.0
Karen Khachanov,71.43,grass,27.32,49.4,39.4,80.2,18.24,71.45,44.89
