player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,92.86,hard,32.66,57.66,46.1,83.14,32.37,72.64,57.32
Roger Federer,90.0,hard,30.74,51.34,43.42,90.18,26.75,78.75,58.61
Fernando Gonzalez,84.21,hard,26.34,46.89,37.18,86.32,18.52,75.9,53.4
Nikolay Davydenko,78.79,hard,31.94,53.66,43.4,84.89,29.36,73.41,55.36
Robin Soderling,75.0,hard,32.15,49.6,45.73,86.65,28.06,79.82,56.24
Juan Martin del Potro,75.0,hard,29.94,52.94,41.12,82.47,26.63,73.83,52.85
Lleyton Hewitt,75.0,hard,29.88,53.73,39.89,78.56,28.08,74.46,61.81
Novak Djokovic,73.91,hard,32.97,54.2,43.62,85.06,31.9,73.05,54.36
Tommy Robredo,72.97,hard,30.3,45.54,40.26,80.12,22.81,72.37,58.64
Juan Carlos Ferrero,72.0,hard,24.12,51.2,42.56,75.21,20.72,67.9,51.06
Rafael Nadal,92.86,clay,39.14,59.23,55.55,85.92,47.0,70.19,57.46
Roger Federer,90.0,clay,32.96,50.62,48.18,91.12,26.37,80.01,59.64
Fernando Gonzalez,84.21,clay,34.61,53.66,51.63,89.77,31.17,78.45,55.91
Nikolay Davydenko,78.79,clay,37.73,55.56,39.87,83.25,37.19,70.65,54.05
Robin Soderling,75.0,clay,33.77,53.34,51.39,81.68,30.4,73.6,54.89
Juan Martin del Potro,75.0,clay,33.84,52.64,42.93,84.72,30.49,75.72,58.38
Lleyton Hewitt,75.0,clay,37.98,55.92,44.07,77.82,38.53,75.76,56.48
Novak Djokovic,73.91,clay,38.5,57.39,43.72,82.91,40.43,72.61,53.67
Tommy Robredo,72.97,clay,32.78,55.82,47.0,78.95,30.48,70.47,56.25
Juan Carlos Ferrero,72.0,clay,35.47,54.31,48.94,74.42,33.78,64.63,54.14
Rafael Nadal,92.86,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Federer,90.0,grass,26.3,50.55,44.71,96.77,21.27,87.53,63.62
Fernando Gonzalez,84.21,grass,22.45,43.96,42.78,94.19,15.66,83.96,54.29
Nikolay Davydenko,78.79,grass,31.28,58.17,48.25,73.26,34.98,75.53,41.88
Robin Soderling,75.0,grass,17.87,46.49,33.96,97.39,11.98,87.17,64.77
Juan Martin del Potro,75.0,grass,23.29,53.46,39.58,87.5,27.94,79.05,62.58
Lleyton Hewitt,75.0,grass,35.03,54.21,43.85,91.04,34.31,82.57,54.23
Novak Djokovic,73.91,grass,32.58,52.82,43.59,87.56,29.97,75.93,56.99
Tommy Robredo,72.97,grass,26.86,46.91,32.94,77.75,16.49,74.28,47.82
Juan Carlos Ferrero,72.0,grass,22.91,50.42,41.94,87.7,20.87,74.21,54.97
