player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,96.72,hard,35.35,53.91,48.44,90.99,33.33,77.57,59.38
James Blake,77.42,hard,33.89,54.3,44.76,81.11,33.59,73.74,54.8
Tommy Haas,76.09,hard,30.09,52.91,39.09,85.79,26.89,76.79,54.99
Ivan Ljubicic,75.0,hard,29.45,50.89,39.08,89.64,23.93,81.36,54.56
Andy Roddick,74.0,hard,29.99,49.91,47.34,92.61,23.84,80.87,57.38
Rafael Nadal,72.22,hard,28.7,53.07,45.85,86.75,26.6,72.72,56.22
Fernando Gonzalez,70.27,hard,29.56,47.91,38.85,82.23,24.11,74.07,53.71
Mario Ancic,68.57,hard,31.73,47.12,44.46,82.24,25.63,73.99,53.49
Jarkko Nieminen,68.18,hard,29.74,48.92,52.67,81.62,26.12,70.11,50.5
Dmitry Tursunov,65.96,hard,30.12,51.53,45.03,79.58,25.86,74.39,53.72
Roger Federer,96.72,clay,38.29,55.22,42.68,86.84,37.96,75.77,63.18
James Blake,77.42,clay,36.24,51.33,47.71,73.17,33.84,69.19,54.57
Tommy Haas,76.09,clay,29.14,45.19,44.0,75.43,21.74,68.7,48.85
Ivan Ljubicic,75.0,clay,33.84,45.68,42.8,79.94,25.57,73.86,49.77
Andy Roddick,74.0,clay,32.95,55.21,48.36,77.78,36.4,74.81,54.29
Rafael Nadal,72.22,clay,40.76,57.09,51.8,84.99,43.92,69.48,58.28
Fernando Gonzalez,70.27,clay,35.09,57.5,45.88,79.64,34.41,68.72,54.48
Mario Ancic,68.57,clay,31.42,49.75,42.4,81.58,24.39,71.34,53.57
Jarkko Nieminen,68.18,clay,35.19,52.2,48.97,74.07,35.23,66.71,51.44
Dmitry Tursunov,65.96,clay,30.93,50.34,32.28,70.79,22.85,70.88,53.58
Roger Federer,96.72,grass,33.73,52.43,52.64,95.11,31.3,79.36,63.61
James Blake,77.42,grass,30.46,59.94,52.48,86.73,28.28,73.66,55.85
Tommy Haas,76.09,grass,31.25,47.91,33.95,93.08,22.47,83.53,61.8
Ivan Ljubicic,75.0,grass,22.23,49.31,25.88,89.87,14.36,81.69,49.27
Andy Roddick,74.0,grass,29.75,45.68,34.47,91.23,17.85,79.25,46.36
Rafael Nadal,72.22,grass,26.18,51.98,43.66,89.87,19.68,76.27,53.75
Fernando Gonzalez,70.27,grass,19.39,48.56,42.94,89.19,13.16,78.96,55.61
Mario Ancic,68.57,grass,29.75,49.18,36.62,92.44,23.3,81.02,56.5
Jarkko Nieminen,68.18,grass,29.68,53.78,49.05,85.83,24.24,75.05,54.18
Dmitry Tursunov,65.96,grass,31.39,50.27,43.84,83.01,25.16,77.9,54.14
