player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Roger Federer,100.0,hard,34.89,50.67,48.24,88.41,30.26,78.26,56.9
Andy Roddick,90.91,hard,28.25,49.41,43.61,92.41,23.54,81.19,59.8
Sjeng Schalken,83.33,hard,30.41,52.88,51.82,77.27,29.71,69.6,53.91
Greg Rusedski,80.0,hard,24.71,43.74,47.23,85.62,15.73,75.26,49.94
Tim Henman,77.78,hard,31.59,45.87,42.79,81.46,24.55,73.91,52.79
Sebastien Grosjean,76.92,hard,28.37,52.9,42.54,83.84,25.45,76.15,58.55
Andre Agassi,75.0,hard,34.62,55.49,49.06,87.93,38.73,76.45,55.16
Alexander Popp,75.0,hard,29.79,50.58,63.94,72.64,23.92,66.75,47.8
Arnaud Clement,72.73,hard,28.91,53.41,41.93,72.04,27.25,70.84,50.88
Jonas Bjorkman,72.73,hard,30.66,48.04,46.79,77.67,24.9,73.0,49.7
Roger Federer,100.0,clay,39.24,60.05,45.59,85.59,41.57,75.21,61.42
Andy Roddick,90.91,clay,31.29,50.48,38.98,87.62,29.02,78.12,58.79
Sjeng Schalken,83.33,clay,34.8,49.97,62.18,75.9,30.74,68.06,53.16
Greg Rusedski,80.0,clay,28.33,40.0,20.0,64.29,6.67,64.58,65.38
Tim Henman,77.78,clay,36.23,43.52,52.62,68.78,27.65,64.5,49.71
Sebastien Grosjean,76.92,clay,28.68,47.9,35.56,65.14,17.97,64.48,53.03
Andre Agassi,75.0,clay,41.23,59.34,56.08,85.68,48.41,74.11,61.31
Alexander Popp,75.0,clay,31.6,42.22,33.93,50.0,15.56,53.84,39.16
Arnaud Clement,72.73,clay,34.28,55.51,35.82,73.37,32.42,69.13,53.81
Jonas Bjorkman,72.73,clay,27.45,52.68,39.04,79.78,22.4,73.3,63.67
Roger Federer,100.0,grass,36.59,55.16,46.13,91.67,32.48,77.86,58.08
Andy Roddick,90.91,grass,29.07,47.91,50.85,93.92,22.93,81.85,58.63
Sjeng Schalken,83.33,grass,36.68,55.39,48.9,88.0,36.97,71.89,58.46
Greg Rusedski,80.0,grass,27.48,45.99,42.56,93.2,19.89,83.2,57.08
Tim Henman,77.78,grass,35.87,55.05,43.59,78.23,36.29,70.93,49.22
Sebastien Grosjean,76.92,grass,30.21,46.25,36.33,85.25,23.5,73.68,58.77
Andre Agassi,75.0,grass,28.52,52.08,43.92,90.42,23.65,78.26,55.74
Alexander Popp,75.0,grass,28.45,46.91,44.92,87.77,20.65,76.66,51.45
Arnaud Clement,72.73,grass,31.55,54.41,45.64,87.15,27.64,75.96,59.64
Jonas Bjorkman,72.73,grass,28.7,59.81,45.42,85.99,27.56,76.95,55.84
