player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,89.29,hard,32.12,55.52,46.85,88.14,32.6,74.14,57.01
Novak Djokovic,87.5,hard,34.56,58.53,50.17,89.0,37.12,76.66,55.48
Kei Nishikori,83.33,hard,30.1,54.08,41.49,82.69,28.68,73.9,53.59
Ernests Gulbis,77.27,hard,28.51,48.68,35.75,83.98,19.59,77.63,53.87
Gael Monfils,76.92,hard,33.29,49.96,42.81,84.75,28.27,76.88,49.93
Grigor Dimitrov,76.47,hard,29.09,49.92,47.42,83.95,24.26,76.3,52.6
David Ferrer,75.76,hard,32.38,56.33,43.7,80.28,31.64,70.47,52.79
Andy Murray,73.33,hard,33.58,55.19,48.22,81.71,33.75,75.5,53.95
Stan Wawrinka,70.0,hard,30.86,52.44,44.16,84.38,26.5,78.81,54.06
Fabio Fognini,69.44,hard,27.31,48.08,38.67,70.81,23.75,70.59,46.76
Rafael Nadal,89.29,clay,41.59,61.05,58.98,84.29,47.37,71.77,54.72
Novak Djokovic,87.5,clay,37.37,59.8,45.47,83.87,42.11,71.74,60.36
Kei Nishikori,83.33,clay,35.9,55.48,48.23,82.88,39.03,70.77,56.25
Ernests Gulbis,77.27,clay,30.38,54.84,53.5,85.14,29.27,79.19,53.55
Gael Monfils,76.92,clay,37.48,53.57,46.67,74.25,32.05,66.5,50.85
Grigor Dimitrov,76.47,clay,33.91,47.6,42.06,86.16,25.62,77.68,58.14
David Ferrer,75.76,clay,37.45,56.57,43.51,80.3,39.18,69.62,53.64
Andy Murray,73.33,clay,32.23,52.75,42.08,75.94,29.27,69.43,57.46
Stan Wawrinka,70.0,clay,28.79,55.51,52.47,85.43,30.52,75.32,63.46
Fabio Fognini,69.44,clay,33.56,50.67,51.14,70.26,29.8,67.14,48.65
Rafael Nadal,89.29,grass,25.97,49.44,31.02,86.53,19.14,74.17,54.81
Novak Djokovic,87.5,grass,29.36,53.39,36.33,92.07,26.74,76.71,59.34
Kei Nishikori,83.33,grass,26.41,47.64,40.0,90.23,21.1,74.54,61.61
Ernests Gulbis,77.27,grass,19.77,36.72,33.33,89.12,3.7,85.0,37.0
Gael Monfils,76.92,grass,28.34,47.66,24.04,85.95,18.95,77.32,51.06
Grigor Dimitrov,76.47,grass,29.38,55.51,43.75,94.68,23.81,82.78,57.81
David Ferrer,75.76,grass,35.49,58.66,51.52,73.3,40.34,63.98,39.47
Andy Murray,73.33,grass,33.79,58.03,44.45,86.89,33.18,80.03,44.53
Stan Wawrinka,70.0,grass,27.08,44.0,43.12,93.12,18.02,81.89,64.02
Fabio Fognini,69.44,grass,22.4,56.66,40.04,77.14,19.66,70.91,51.87
