player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Andre Agassi,84.21,hard,34.62,55.49,49.06,87.93,38.73,76.45,55.16
Andy Roddick,81.48,hard,28.25,49.41,43.61,92.41,23.54,81.19,59.8
Lleyton Hewitt,81.25,hard,36.4,58.11,48.0,86.59,41.33,79.96,59.74
Roger Federer,80.7,hard,34.89,50.67,48.24,88.41,30.26,78.26,56.9
Taylor Dent,78.26,hard,33.42,51.47,48.2,84.17,28.7,81.73,52.74
Rainer Schuettler,74.58,hard,35.03,52.78,49.77,81.02,35.38,72.7,56.0
Juan Carlos Ferrero,71.43,hard,30.51,53.12,40.81,82.77,28.22,73.53,55.18
Mardy Fish,70.73,hard,25.87,48.3,37.82,88.06,17.24,81.02,57.59
Gustavo Kuerten,69.7,hard,28.27,50.7,42.25,85.07,24.2,77.97,53.91
Paradorn Srichaphan,69.64,hard,28.67,50.94,45.27,85.2,23.66,77.57,57.82
Andre Agassi,84.21,clay,41.23,59.34,56.08,85.68,48.41,74.11,61.31
Andy Roddick,81.48,clay,31.29,50.48,38.98,87.62,29.02,78.12,58.79
Lleyton Hewitt,81.25,clay,40.44,58.08,52.3,69.88,42.12,68.36,51.96
Roger Federer,80.7,clay,39.24,60.05,45.59,85.59,41.57,75.21,61.42
Taylor Dent,78.26,clay,32.8,47.51,44.86,66.88,24.17,65.47,49.19
Rainer Schuettler,74.58,clay,33.57,53.42,42.1,72.66,31.03,67.67,52.91
Juan Carlos Ferrero,71.43,clay,33.73,55.87,48.42,83.9,36.94,72.1,54.36
Mardy Fish,70.73,clay,31.46,46.44,57.01,75.34,23.79,75.44,52.31
Gustavo Kuerten,69.7,clay,33.06,56.3,47.16,81.72,33.15,74.9,52.7
Paradorn Srichaphan,69.64,clay,33.49,42.84,34.72,53.87,22.1,57.66,50.48
Andre Agassi,84.21,grass,28.52,52.08,43.92,90.42,23.65,78.26,55.74
Andy Roddick,81.48,grass,29.07,47.91,50.85,93.92,22.93,81.85,58.63
Lleyton Hewitt,81.25,grass,27.65,47.68,44.94,78.56,13.44,71.99,63.96
Roger Federer,80.7,grass,36.59,55.16,46.13,91.67,32.48,77.86,58.08
Taylor Dent,78.26,grass,29.87,54.46,36.11,85.98,24.33,73.29,57.24
Rainer Schuettler,74.58,grass,31.33,53.2,36.42,83.51,26.43,73.9,52.3
Juan Carlos Ferrero,71.43,grass,27.06,56.57,50.09,84.21,33.42,72.33,51.4
Mardy Fish,70.73,grass,28.02,45.8,33.45,84.21,18.58,79.93,50.0
Gustavo Kuerten,69.7,grass,17.69,44.44,0.0,79.46,0.0,66.15,57.82
Paradorn Srichaphan,69.64,grass,25.87,55.17,46.17,72.11,22.94,71.34,46.31
