player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Novak Djokovic,88.57,hard,33.4,55.52,48.96,90.09,33.16,79.51,56.26
Daniil Medvedev,86.44,hard,34.9,56.82,49.94,88.65,34.16,79.36,54.8
Alexander Zverev,82.35,hard,30.07,54.64,42.89,87.2,27.47,78.51,52.62
Jannik Sinner,74.07,hard,32.56,53.05,48.05,85.2,28.82,74.84,58.31
Stefanos Tsitsipas,71.74,hard,30.75,52.02,45.74,87.89,25.44,77.39,56.2
Casper Ruud,71.05,hard,29.93,52.39,50.83,83.48,27.37,73.67,55.27
Andrey Rublev,70.91,hard,30.74,53.79,45.76,86.76,27.06,78.99,53.35
Jenson Brooksby,68.75,hard,31.82,52.5,38.35,81.04,28.67,71.07,53.41
Matteo Berrettini,68.0,hard,28.71,46.61,46.31,88.1,20.39,78.68,49.28
Ilya Ivashka,67.86,hard,30.8,54.57,41.33,85.75,29.66,76.42,57.21
Novak Djokovic,88.57,clay,43.55,56.27,49.49,81.98,45.33,71.68,58.18
Daniil Medvedev,86.44,clay,32.89,49.15,30.26,80.29,27.88,74.58,49.6
Alexander Zverev,82.35,clay,38.15,53.86,46.02,82.94,36.22,74.22,53.83
Jannik Sinner,74.07,clay,34.7,50.54,49.78,74.47,29.64,66.6,52.96
Stefanos Tsitsipas,71.74,clay,33.18,54.93,49.56,89.79,32.35,76.94,58.52
Casper Ruud,71.05,clay,33.04,57.39,49.65,86.38,34.38,73.55,58.75
Andrey Rublev,70.91,clay,33.74,51.31,50.6,82.05,27.43,74.2,54.15
Jenson Brooksby,68.75,clay,19.57,35.48,100.0,71.43,6.67,60.78,47.37
Matteo Berrettini,68.0,clay,31.8,48.06,37.24,89.7,23.11,79.21,56.14
Ilya Ivashka,67.86,clay,31.21,54.08,44.2,81.81,31.31,70.86,59.72
Novak Djokovic,88.57,grass,32.42,55.26,38.61,94.2,29.05,84.84,57.71
Daniil Medvedev,86.44,grass,28.95,61.52,46.39,87.44,32.63,82.71,56.29
Alexander Zverev,82.35,grass,30.89,48.37,44.1,90.04,25.6,82.42,54.89
Jannik Sinner,74.07,grass,25.37,51.54,62.5,66.07,26.78,67.66,37.76
Stefanos Tsitsipas,71.74,grass,31.34,33.33,0.0,73.33,0.0,75.93,90.91
Casper Ruud,71.05,grass,22.57,51.35,41.94,82.23,17.88,78.0,42.73
Andrey Rublev,70.91,grass,27.28,55.88,42.73,90.25,22.93,76.88,59.28
Jenson Brooksby,68.75,grass,30.73,56.9,32.93,88.3,29.62,77.51,52.16
Matteo Berrettini,68.0,grass,30.71,46.62,36.36,94.02,22.43,82.87,57.06
Ilya Ivashka,67.86,grass,25.61,53.22,43.9,81.58,20.26,73.97,48.27
