player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Justine Henin,100.0,hard,42.69,51.82,53.79,0,0,70.63,32.44
Lindsay Davenport,84.62,hard,40.77,57.92,53.7,0,0,73.81,54.89
Amelie Mauresmo,76.92,hard,41.04,51.0,55.02,0,0,72.02,52.61
Flavia Pennetta,76.92,hard,39.02,47.74,55.0,0,0,56.85,48.14
Anabel Medina Garrigues,76.19,hard,40.1,50.96,41.85,0,0,58.17,33.75
Elena Dementieva,75.0,hard,40.78,57.06,43.51,0,0,63.87,42.8
Anna Smashnova,75.0,hard,45.85,58.52,60.41,0,0,56.39,50.32
Nadia Petrova,75.0,hard,41.73,49.88,53.72,0,0,71.89,56.51
Maria Sharapova,75.0,hard,37.4,58.74,44.09,0,0,67.78,47.81
Kim Clijsters,72.73,hard,45.3,59.29,49.64,0,0,71.74,50.79
Justine Henin,100.0,clay,46.34,66.92,53.96,0,0,70.97,45.22
Lindsay Davenport,84.62,clay,39.28,65.04,55.86,0,0,69.07,33.46
Amelie Mauresmo,76.92,clay,53.02,61.38,62.25,0,0,73.32,43.02
Flavia Pennetta,76.92,clay,39.08,62.76,49.29,0,0,61.18,45.06
Anabel Medina Garrigues,76.19,clay,47.64,64.95,50.0,0,0,54.76,32.06
Elena Dementieva,75.0,clay,50.53,62.75,50.3,0,0,58.15,42.59
Anna Smashnova,75.0,clay,24.64,47.5,22.22,0,0,41.66,33.08
Nadia Petrova,75.0,clay,46.14,61.23,52.58,0,0,65.37,36.33
Maria Sharapova,75.0,clay,42.8,59.29,49.0,0,0,67.47,40.53
Kim Clijsters,72.73,clay,45.42,64.25,61.73,0,0,70.31,39.69
Justine Henin,100.0,grass,38.1,62.86,54.55,0,0,72.92,0.0
Lindsay Davenport,84.62,grass,40.96,63.22,53.28,0,0,76.06,55.81
Amelie Mauresmo,76.92,grass,39.61,63.82,50.29,0,0,78.7,54.54
Flavia Pennetta,76.92,grass,37.38,50.79,83.34,0,0,68.22,40.83
Anabel Medina Garrigues,76.19,grass,0.0,0.0,0.0,0,0,0.0,0.0
Elena Dementieva,75.0,grass,49.89,63.75,59.96,0,0,55.08,34.07
Anna Smashnova,75.0,grass,31.91,33.33,0.0,0,0,52.78,77.78
Nadia Petrova,75.0,grass,38.8,54.75,43.0,0,0,70.05,50.28
Maria Sharapova,75.0,grass,42.72,55.2,47.81,0,0,72.88,59.92
Kim Clijsters,72.73,grass,34.74,52.04,50.74,0,0,75.37,59.44
