player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Bianca Andreescu,82.93,hard,39.01,58.22,45.86,76.11,43.63,67.65,50.31
Naomi Osaka,81.08,hard,37.31,55.55,53.74,80.13,37.5,74.81,52.1
Ashleigh Barty,79.17,hard,39.56,54.26,45.39,79.94,38.64,73.62,51.73
Marketa Vondrousova,76.47,hard,42.29,56.01,49.94,72.23,46.81,67.92,51.86
Serena Williams,76.19,hard,40.32,61.17,50.73,79.71,44.91,77.69,52.33
Karolina Pliskova,74.47,hard,37.6,57.03,49.76,77.37,37.62,72.38,43.88
Belinda Bencic,72.73,hard,34.88,59.77,45.02,71.23,38.08,67.72,45.54
Aryna Sabalenka,71.11,hard,35.62,58.94,47.75,77.35,39.51,69.67,50.04
Sofia Kenin,70.37,hard,33.93,59.1,49.14,74.74,36.95,67.29,46.19
Johanna Konta,68.0,hard,38.74,54.76,43.6,76.27,36.65,67.06,49.02
Bianca Andreescu,82.93,clay,47.97,57.48,47.71,72.22,53.94,63.7,57.09
Naomi Osaka,81.08,clay,38.72,56.48,39.97,65.21,29.76,70.38,45.77
Ashleigh Barty,79.17,clay,43.07,55.14,53.14,76.75,45.77,67.95,59.05
Marketa Vondrousova,76.47,clay,47.72,52.95,51.62,70.69,50.32,65.73,49.73
Serena Williams,76.19,clay,41.4,48.46,31.18,82.68,35.48,76.52,59.2
Karolina Pliskova,74.47,clay,39.97,54.46,50.22,79.82,35.88,73.82,45.15
Belinda Bencic,72.73,clay,38.45,56.97,56.07,70.89,39.89,69.74,49.18
Aryna Sabalenka,71.11,clay,42.66,61.57,47.69,61.29,42.7,65.51,38.55
Sofia Kenin,70.37,clay,31.94,56.01,49.4,68.83,33.23,63.07,43.48
Johanna Konta,68.0,clay,38.84,56.85,53.28,77.04,39.7,68.0,49.95
Bianca Andreescu,82.93,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naomi Osaka,81.08,grass,38.68,45.46,60.19,60.78,27.26,63.21,37.06
Ashleigh Barty,79.17,grass,40.74,55.41,57.62,89.49,42.02,82.04,53.23
Marketa Vondrousova,76.47,grass,41.76,64.35,52.98,51.67,46.58,58.46,45.96
Serena Williams,76.19,grass,36.47,55.43,39.71,80.16,37.93,73.17,55.66
Karolina Pliskova,74.47,grass,36.11,59.36,41.54,89.54,41.15,79.13,48.88
Belinda Bencic,72.73,grass,35.38,56.9,45.09,77.8,37.06,71.01,48.12
Aryna Sabalenka,71.11,grass,31.3,54.06,43.76,73.84,27.69,69.07,53.0
Sofia Kenin,70.37,grass,35.15,53.05,41.45,83.74,32.07,68.11,60.46
Johanna Konta,68.0,grass,31.16,46.58,40.03,84.45,23.09,70.84,52.79
