player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Simona Halep,90.0,hard,39.4,58.56,49.39,67.18,42.26,62.05,49.91
Ashleigh Barty,88.89,hard,39.56,54.26,45.39,79.94,38.64,73.62,51.73
Serena Williams,85.71,hard,40.32,61.17,50.73,79.71,44.91,77.69,52.33
Karolina Pliskova,81.82,hard,37.6,57.03,49.76,77.37,37.62,72.38,43.88
Alison Riske Amritraj,81.82,hard,37.72,52.45,44.05,68.09,36.87,62.56,48.49
Caroline Garcia,77.78,hard,28.4,52.67,40.12,62.18,27.95,60.34,40.32
Petra Martic,75.0,hard,36.89,54.34,44.89,76.49,34.32,69.16,52.84
Julia Goerges,75.0,hard,32.21,53.75,43.64,76.33,31.63,72.49,52.65
Sofia Kenin,75.0,hard,33.93,59.1,49.14,74.74,36.95,67.29,46.19
Kiki Bertens,75.0,hard,35.01,52.58,46.95,75.08,31.96,73.63,49.21
Simona Halep,90.0,clay,50.18,59.36,59.5,73.72,50.61,66.72,39.35
Ashleigh Barty,88.89,clay,43.07,55.14,53.14,76.75,45.77,67.95,59.05
Serena Williams,85.71,clay,41.4,48.46,31.18,82.68,35.48,76.52,59.2
Karolina Pliskova,81.82,clay,39.97,54.46,50.22,79.82,35.88,73.82,45.15
Alison Riske Amritraj,81.82,clay,33.23,48.21,29.09,56.75,21.94,59.74,30.2
Caroline Garcia,77.78,clay,31.4,54.06,43.54,75.79,27.42,66.74,49.99
Petra Martic,75.0,clay,45.02,56.0,58.04,66.07,45.78,62.95,49.39
Julia Goerges,75.0,clay,32.65,47.65,40.17,65.51,23.06,68.56,50.7
Sofia Kenin,75.0,clay,31.94,56.01,49.4,68.83,33.23,63.07,43.48
Kiki Bertens,75.0,clay,39.47,57.95,48.15,74.62,40.7,72.16,49.31
Simona Halep,90.0,grass,45.2,56.92,56.06,80.63,50.43,66.3,55.13
Ashleigh Barty,88.89,grass,40.74,55.41,57.62,89.49,42.02,82.04,53.23
Serena Williams,85.71,grass,36.47,55.43,39.71,80.16,37.93,73.17,55.66
Karolina Pliskova,81.82,grass,36.11,59.36,41.54,89.54,41.15,79.13,48.88
Alison Riske Amritraj,81.82,grass,30.24,58.77,56.38,74.17,31.82,64.9,50.28
Caroline Garcia,77.78,grass,31.13,52.01,47.59,80.01,28.58,69.49,53.63
Petra Martic,75.0,grass,28.64,55.84,42.79,75.62,26.06,67.7,49.05
Julia Goerges,75.0,grass,37.34,48.76,44.56,84.98,30.76,79.64,53.74
Sofia Kenin,75.0,grass,35.15,53.05,41.45,83.74,32.07,68.11,60.46
Kiki Bertens,75.0,grass,37.25,53.1,55.04,76.13,38.45,70.64,50.6
