player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Justine Henin,88.89,hard,48.42,58.51,49.96,0,0,71.51,60.04
Nadia Petrova,88.24,hard,41.45,57.99,45.29,0,0,71.49,50.96
Shahar Peer,86.36,hard,42.65,52.33,51.78,0,0,60.27,47.09
Martina Hingis,82.35,hard,41.61,58.26,51.89,0,0,61.82,50.92
Kim Clijsters,78.57,hard,42.63,57.03,48.86,0,0,68.09,47.13
Venus Williams,76.92,hard,34.39,55.08,33.33,0,0,61.0,55.0
Nicole Vaidisova,76.47,hard,37.01,55.05,41.88,0,0,67.7,53.45
Dinara Safina,76.19,hard,41.8,52.76,46.22,0,0,64.49,44.89
Svetlana Kuznetsova,76.0,hard,37.78,56.32,48.18,0,0,67.22,53.29
Na Li,75.0,hard,37.29,56.3,47.45,0,0,59.92,45.72
Justine Henin,88.89,clay,46.65,62.52,58.22,0,0,71.89,56.82
Nadia Petrova,88.24,clay,42.48,57.37,55.07,0,0,70.75,56.03
Shahar Peer,86.36,clay,43.53,63.19,54.87,0,0,56.64,41.28
Martina Hingis,82.35,clay,47.13,57.93,53.09,0,0,64.55,53.21
Kim Clijsters,78.57,clay,43.33,54.66,42.55,0,0,64.18,48.36
Venus Williams,76.92,clay,42.58,63.15,47.09,0,0,67.0,47.64
Nicole Vaidisova,76.47,clay,39.55,56.72,45.34,0,0,67.06,47.65
Dinara Safina,76.19,clay,43.88,60.33,51.21,0,0,63.16,46.0
Svetlana Kuznetsova,76.0,clay,43.41,58.88,52.97,0,0,66.28,49.97
Na Li,75.0,clay,45.41,57.42,46.96,0,0,59.45,48.21
Justine Henin,88.89,grass,50.48,64.29,61.52,0,0,70.7,52.57
Nadia Petrova,88.24,grass,0.0,0.0,0.0,0,0,0.0,0.0
Shahar Peer,86.36,grass,39.74,55.75,41.39,0,0,66.93,58.99
Martina Hingis,82.35,grass,38.22,62.24,49.05,0,0,71.73,65.28
Kim Clijsters,78.57,grass,47.21,59.34,56.74,0,0,70.99,44.46
Venus Williams,76.92,grass,40.08,62.88,52.72,0,0,79.94,66.76
Nicole Vaidisova,76.47,grass,26.97,60.28,40.28,0,0,79.66,59.44
Dinara Safina,76.19,grass,36.02,47.89,53.67,0,0,66.93,39.17
Svetlana Kuznetsova,76.0,grass,37.68,54.66,48.32,0,0,67.37,43.48
Na Li,75.0,grass,31.84,58.08,65.48,0,0,66.63,45.01
