player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Serena Williams,100.0,hard,0.0,0.0,0.0,0,0,0.0,0.0
Kim Clijsters,90.0,hard,40.76,59.35,51.82,0,0,72.27,50.15
Lisa Mcshea,87.5,hard,0.0,0.0,0.0,0,0,0.0,0.0
Monique Adamczak,85.71,hard,0.0,0.0,0.0,0,0,0.0,0.0
Venus Williams,85.71,hard,0.0,0.0,0.0,0,0,0.0,0.0
Chanda Rubin,85.71,hard,36.17,53.85,50.0,0,0,45.16,0.0
Justine Henin,80.0,hard,53.45,61.26,59.69,0,0,70.45,52.61
Shinobu Asagoe,80.0,hard,31.07,63.29,49.72,0,0,64.0,35.47
Magdalena Maleeva,80.0,hard,25.64,57.89,16.67,0,0,57.89,40.0
Maria Sharapova,77.78,hard,46.06,46.66,63.16,0,0,71.16,30.5
Serena Williams,100.0,clay,53.84,62.68,63.99,0,0,70.92,53.57
Kim Clijsters,90.0,clay,47.97,63.04,48.13,0,0,65.86,47.78
Lisa Mcshea,87.5,clay,0.0,0.0,0.0,0,0,0.0,0.0
Monique Adamczak,85.71,clay,0.0,0.0,0.0,0,0,0.0,0.0
Venus Williams,85.71,clay,40.3,69.23,47.02,0,0,72.26,46.97
Chanda Rubin,85.71,clay,43.35,54.28,45.18,0,0,56.7,49.72
Justine Henin,80.0,clay,50.27,58.42,61.16,0,0,71.14,51.54
Shinobu Asagoe,80.0,clay,40.0,34.38,28.57,0,0,52.63,25.0
Magdalena Maleeva,80.0,clay,42.08,59.32,36.43,0,0,64.86,51.29
Maria Sharapova,77.78,clay,33.33,43.75,18.18,0,0,45.0,40.0
Serena Williams,100.0,grass,39.58,57.59,54.32,0,0,76.74,51.54
Kim Clijsters,90.0,grass,47.07,66.63,74.96,0,0,74.66,45.06
Lisa Mcshea,87.5,grass,0.0,0.0,0.0,0,0,0.0,0.0
Monique Adamczak,85.71,grass,0.0,0.0,0.0,0,0,0.0,0.0
Venus Williams,85.71,grass,41.06,66.15,46.96,0,0,78.38,48.19
Chanda Rubin,85.71,grass,42.24,67.18,52.22,0,0,68.89,47.72
Justine Henin,80.0,grass,36.44,56.37,46.31,0,0,77.73,54.98
Shinobu Asagoe,80.0,grass,33.35,51.14,33.73,0,0,62.72,39.88
Magdalena Maleeva,80.0,grass,42.44,72.17,43.75,0,0,71.28,55.0
Maria Sharapova,77.78,grass,34.18,67.6,45.32,0,0,71.32,54.73
