player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Dinara Safina,90.91,hard,42.21,58.83,56.61,0,0,67.66,42.95
Svetlana Kuznetsova,85.0,hard,39.0,54.6,47.51,0,0,67.04,53.49
Jelena Jankovic,80.95,hard,37.82,60.43,49.61,0,0,64.69,46.22
Yanina Wickmayer,80.0,hard,36.71,56.11,50.03,0,0,64.62,44.28
Caroline Wozniacki,79.31,hard,41.76,60.09,50.44,0,0,63.5,46.95
Agnes Szavay,73.68,hard,37.25,52.25,45.69,0,0,59.42,42.81
Sabine Lisicki,73.33,hard,37.3,53.49,48.31,0,0,70.9,48.1
Venus Williams,73.33,hard,39.01,56.45,52.05,0,0,74.33,51.91
Agnieszka Radwanska,71.43,hard,40.6,61.13,53.53,0,0,62.03,45.97
Elena Dementieva,71.43,hard,43.71,58.86,53.99,0,0,65.61,49.13
Dinara Safina,90.91,clay,45.59,60.25,48.29,0,0,68.71,51.42
Svetlana Kuznetsova,85.0,clay,40.15,57.36,46.78,0,0,70.55,52.64
Jelena Jankovic,80.95,clay,44.8,60.38,57.35,0,0,64.38,53.39
Yanina Wickmayer,80.0,clay,44.26,57.7,54.76,0,0,63.83,46.68
Caroline Wozniacki,79.31,clay,45.72,53.99,49.23,0,0,63.32,52.35
Agnes Szavay,73.68,clay,43.54,60.79,42.48,0,0,59.63,53.6
Sabine Lisicki,73.33,clay,40.04,58.33,62.44,0,0,69.32,47.43
Venus Williams,73.33,clay,37.54,54.39,50.95,0,0,68.69,47.96
Agnieszka Radwanska,71.43,clay,42.1,59.59,69.28,0,0,65.39,58.39
Elena Dementieva,71.43,clay,40.2,58.18,50.06,0,0,67.43,45.84
Dinara Safina,90.91,grass,35.43,52.46,55.03,0,0,67.74,47.81
Svetlana Kuznetsova,85.0,grass,36.55,53.68,38.47,0,0,62.37,51.65
Jelena Jankovic,80.95,grass,30.86,55.61,42.95,0,0,62.4,49.25
Yanina Wickmayer,80.0,grass,35.25,61.02,49.2,0,0,67.62,52.29
Caroline Wozniacki,79.31,grass,39.58,55.68,45.43,0,0,70.79,56.71
Agnes Szavay,73.68,grass,19.44,55.56,28.57,0,0,66.67,51.61
Sabine Lisicki,73.33,grass,32.22,50.13,37.78,0,0,72.54,46.4
Venus Williams,73.33,grass,44.28,55.48,45.04,0,0,79.27,52.81
Agnieszka Radwanska,71.43,grass,42.64,57.22,51.99,0,0,67.53,61.26
Elena Dementieva,71.43,grass,45.46,61.87,57.07,0,0,75.0,47.26
