player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Justine Henin,94.12,hard,46.41,61.89,59.2,0,0,71.6,52.93
Lindsay Davenport,88.89,hard,42.49,59.8,54.28,0,0,78.37,47.09
Amelie Mauresmo,83.33,hard,43.14,65.04,55.52,0,0,78.83,49.52
Kim Clijsters,81.25,hard,45.64,62.89,62.8,0,0,68.52,50.5
Serena Williams,79.31,hard,39.19,59.9,61.0,0,0,76.25,58.18
Alicia Molik,75.61,hard,37.02,64.9,59.57,0,0,68.08,60.09
Nicole Vaidisova,75.0,hard,29.63,50.0,50.0,0,0,50.0,43.75
Svetlana Kuznetsova,74.07,hard,40.49,52.92,53.46,0,0,70.03,56.9
Maria Sharapova,73.91,hard,39.53,51.22,46.65,0,0,69.2,52.85
Elena Bovina,71.88,hard,36.97,55.05,46.09,0,0,64.3,37.47
Justine Henin,94.12,clay,38.18,65.27,30.34,0,0,57.0,56.0
Lindsay Davenport,88.89,clay,40.68,59.27,61.45,0,0,60.3,42.72
Amelie Mauresmo,83.33,clay,42.36,57.44,44.19,0,0,72.13,59.53
Kim Clijsters,81.25,clay,0.0,0.0,0.0,0,0,0.0,0.0
Serena Williams,79.31,clay,44.14,62.35,53.22,0,0,69.36,53.87
Alicia Molik,75.61,clay,30.77,42.0,25.0,0,0,68.75,50.0
Nicole Vaidisova,75.0,clay,0.0,0.0,0.0,0,0,0.0,0.0
Svetlana Kuznetsova,74.07,clay,49.15,58.17,64.52,0,0,65.36,43.65
Maria Sharapova,73.91,clay,53.11,70.12,59.34,0,0,66.79,43.92
Elena Bovina,71.88,clay,43.53,59.92,75.0,0,0,65.62,34.59
Justine Henin,94.12,grass,0.0,0.0,0.0,0,0,0.0,0.0
Lindsay Davenport,88.89,grass,47.94,64.86,53.36,0,0,81.74,48.95
Amelie Mauresmo,83.33,grass,42.4,56.65,40.86,0,0,74.48,50.43
Kim Clijsters,81.25,grass,0.0,0.0,0.0,0,0,0.0,0.0
Serena Williams,79.31,grass,49.4,55.51,50.72,0,0,73.48,55.87
Alicia Molik,75.61,grass,0.0,0.0,0.0,0,0,0.0,0.0
Nicole Vaidisova,75.0,grass,0.0,0.0,0.0,0,0,0.0,0.0
Svetlana Kuznetsova,74.07,grass,37.14,51.28,28.57,0,0,75.51,82.61
Maria Sharapova,73.91,grass,42.07,59.09,49.0,0,0,76.06,51.73
Elena Bovina,71.88,grass,0.0,0.0,0.0,0,0,0.0,0.0
