player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Serena Williams,100.0,hard,44.08,61.07,52.77,0,0,77.65,52.66
Melanie Oudin,85.71,hard,25.12,51.5,27.74,0,0,51.4,39.55
Nadia Petrova,81.82,hard,36.11,53.3,51.79,0,0,71.72,46.03
Victoria Azarenka,81.82,hard,47.54,65.36,59.21,0,0,67.68,48.81
Angelique Kerber,80.0,hard,39.52,56.18,54.85,0,0,64.23,48.9
Maria Sharapova,80.0,hard,43.66,60.36,50.75,0,0,66.39,47.72
Tamira Paszek,75.0,hard,35.87,53.82,49.21,0,0,58.25,43.01
Kim Clijsters,75.0,hard,38.39,61.16,46.15,0,0,70.67,46.72
Maria Kirilenko,72.73,hard,35.63,57.27,51.81,0,0,65.53,42.48
Ana Ivanovic,71.43,hard,39.02,54.15,47.7,0,0,70.35,53.42
Serena Williams,100.0,clay,43.79,61.8,55.45,0,0,80.22,58.46
Melanie Oudin,85.71,clay,38.3,44.74,50.0,0,0,50.85,36.11
Nadia Petrova,81.82,clay,37.08,57.34,41.78,0,0,66.23,48.34
Victoria Azarenka,81.82,clay,35.16,58.99,39.47,0,0,70.71,41.81
Angelique Kerber,80.0,clay,39.17,61.59,45.48,0,0,66.88,49.87
Maria Sharapova,80.0,clay,42.39,61.67,50.53,0,0,72.83,48.41
Tamira Paszek,75.0,clay,25.88,45.51,35.33,0,0,54.81,32.55
Kim Clijsters,75.0,clay,0.0,0.0,0.0,0,0,0.0,0.0
Maria Kirilenko,72.73,clay,40.75,55.33,44.77,0,0,64.23,53.61
Ana Ivanovic,71.43,clay,46.17,62.64,60.95,0,0,67.0,54.96
Serena Williams,100.0,grass,42.33,53.43,53.48,0,0,80.75,66.86
Melanie Oudin,85.71,grass,42.89,57.47,54.03,0,0,67.03,52.64
Nadia Petrova,81.82,grass,37.51,56.54,45.31,0,0,75.01,56.14
Victoria Azarenka,81.82,grass,38.94,61.04,55.5,0,0,70.84,50.81
Angelique Kerber,80.0,grass,42.26,60.19,57.11,0,0,68.52,58.8
Maria Sharapova,80.0,grass,38.33,53.12,56.57,0,0,69.31,51.94
Tamira Paszek,75.0,grass,37.73,59.72,53.79,0,0,62.49,48.61
Kim Clijsters,75.0,grass,39.2,51.18,44.37,0,0,73.55,51.34
Maria Kirilenko,72.73,grass,38.92,54.64,48.32,0,0,67.07,67.13
Ana Ivanovic,71.43,grass,32.34,52.87,32.46,0,0,67.79,42.71
