player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Maria Sharapova,90.48,hard,44.51,64.42,50.02,0,0,73.12,53.17
Serena Williams,84.38,hard,40.01,59.98,46.53,0,0,72.86,47.41
Justine Henin,84.21,hard,40.54,57.88,49.54,0,0,69.6,47.26
Lindsay Davenport,79.17,hard,40.97,61.13,55.83,0,0,73.63,53.19
Jelena Jankovic,76.92,hard,39.84,60.71,55.84,0,0,65.04,47.44
Elena Dementieva,76.74,hard,41.44,59.17,53.0,0,0,64.06,47.23
Caroline Wozniacki,76.36,hard,41.6,60.21,55.49,0,0,65.31,49.08
Venus Williams,76.32,hard,40.5,56.91,46.81,0,0,72.77,49.75
Vera Zvonareva,71.88,hard,40.92,60.02,53.89,0,0,68.61,52.18
Dinara Safina,70.59,hard,41.13,56.84,47.79,0,0,70.61,44.12
Maria Sharapova,90.48,clay,43.5,59.74,52.52,0,0,69.69,44.16
Serena Williams,84.38,clay,41.63,63.0,49.44,0,0,71.14,54.65
Justine Henin,84.21,clay,52.64,51.32,39.7,0,0,72.37,65.22
Lindsay Davenport,79.17,clay,39.34,60.7,47.62,0,0,79.37,47.76
Jelena Jankovic,76.92,clay,46.54,61.82,60.06,0,0,64.06,43.02
Elena Dementieva,76.74,clay,44.34,61.31,54.18,0,0,60.78,47.08
Caroline Wozniacki,76.36,clay,43.58,61.96,49.98,0,0,63.1,55.65
Venus Williams,76.32,clay,40.2,61.18,57.33,0,0,62.93,51.5
Vera Zvonareva,71.88,clay,45.61,61.89,62.31,0,0,70.41,50.8
Dinara Safina,70.59,clay,44.27,61.23,50.16,0,0,65.11,44.2
Maria Sharapova,90.48,grass,39.15,57.28,50.0,0,0,67.64,30.9
Serena Williams,84.38,grass,37.56,55.68,48.07,0,0,79.54,44.71
Justine Henin,84.21,grass,0.0,0.0,0.0,0,0,0.0,0.0
Lindsay Davenport,79.17,grass,34.38,53.33,44.44,0,0,75.44,54.05
Jelena Jankovic,76.92,grass,37.92,54.73,52.83,0,0,67.99,51.93
Elena Dementieva,76.74,grass,37.62,57.44,46.58,0,0,62.74,43.09
Caroline Wozniacki,76.36,grass,37.29,60.03,54.98,0,0,73.01,48.34
Venus Williams,76.32,grass,34.83,65.3,52.07,0,0,74.98,50.28
Vera Zvonareva,71.88,grass,36.93,52.48,66.67,0,0,63.5,43.18
Dinara Safina,70.59,grass,40.64,52.97,41.38,0,0,76.38,52.83
