player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Petra Russegger,94.12,hard,0,0,0,0,0,0,0
Venus Williams,91.43,hard,0,0,0,0,0,0,0
Serena Williams,86.49,hard,0,0,0,0,0,0,0
Lindsay Davenport,85.0,hard,0,0,0,0,0,0,0
Martina Hingis,84.78,hard,0,0,0,0,0,0,0
Monica Seles,80.0,hard,0,0,0,0,0,0,0
Conchita Martinez Granados,78.57,hard,0,0,0,0,0,0,0
Jennifer Capriati,76.19,hard,0,0,0,0,0,0,0
Daniela Olivera,75.0,hard,0,0,0,0,0,0,0
Justine Henin,73.81,hard,0,0,0,0,0,0,0
Petra Russegger,94.12,clay,0,0,0,0,0,0,0
Venus Williams,91.43,clay,0,0,0,0,0,0,0
Serena Williams,86.49,clay,0,0,0,0,0,0,0
Lindsay Davenport,85.0,clay,0,0,0,0,0,0,0
Martina Hingis,84.78,clay,0,0,0,0,0,0,0
Monica Seles,80.0,clay,0,0,0,0,0,0,0
Conchita Martinez Granados,78.57,clay,0,0,0,0,0,0,0
Jennifer Capriati,76.19,clay,0,0,0,0,0,0,0
Daniela Olivera,75.0,clay,0,0,0,0,0,0,0
Justine Henin,73.81,clay,0,0,0,0,0,0,0
Petra Russegger,94.12,grass,0,0,0,0,0,0,0
Venus Williams,91.43,grass,0,0,0,0,0,0,0
Serena Williams,86.49,grass,0,0,0,0,0,0,0
Lindsay Davenport,85.0,grass,0,0,0,0,0,0,0
Martina Hingis,84.78,grass,0,0,0,0,0,0,0
Monica Seles,80.0,grass,0,0,0,0,0,0,0
Conchita Martinez Granados,78.57,grass,0,0,0,0,0,0,0
Jennifer Capriati,76.19,grass,0,0,0,0,0,0,0
Daniela Olivera,75.0,grass,0,0,0,0,0,0,0
Justine Henin,73.81,grass,0,0,0,0,0,0,0
