player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Venus Williams,100.0,hard,43.42,59.81,49.93,0,0,73.85,48.57
Justine Henin,90.0,hard,45.48,59.25,51.01,0,0,72.12,53.07
Anna Chakvetadze,87.5,hard,41.1,58.32,53.43,0,0,66.31,49.67
Jelena Jankovic,84.62,hard,41.34,60.6,51.42,0,0,65.29,45.42
Marion Bartoli,80.0,hard,38.27,55.55,51.35,0,0,65.3,44.44
Maria Sharapova,77.78,hard,43.58,59.13,57.13,0,0,71.02,44.66
Ana Ivanovic,75.0,hard,39.37,57.38,49.78,0,0,70.21,51.47
Nicole Vaidisova,75.0,hard,36.02,56.68,44.45,0,0,73.51,52.08
Amelie Mauresmo,75.0,hard,38.98,55.87,55.21,0,0,66.98,42.16
Daniela Hantuchova,72.73,hard,38.78,54.83,47.96,0,0,68.39,46.18
Venus Williams,100.0,clay,42.31,58.84,61.29,0,0,68.66,47.42
Justine Henin,90.0,clay,49.94,60.04,62.07,0,0,70.36,48.89
Anna Chakvetadze,87.5,clay,38.18,55.1,45.59,0,0,61.19,52.43
Jelena Jankovic,84.62,clay,48.43,62.38,56.26,0,0,63.58,44.46
Marion Bartoli,80.0,clay,42.22,61.88,45.31,0,0,58.75,42.2
Maria Sharapova,77.78,clay,35.98,60.99,51.46,0,0,59.65,35.32
Ana Ivanovic,75.0,clay,45.6,57.74,57.49,0,0,70.38,50.64
Nicole Vaidisova,75.0,clay,36.42,58.62,47.14,0,0,73.69,52.23
Amelie Mauresmo,75.0,clay,40.33,57.01,50.89,0,0,69.55,40.56
Daniela Hantuchova,72.73,clay,42.03,61.3,49.79,0,0,65.85,48.88
Venus Williams,100.0,grass,41.32,56.06,36.6,0,0,76.98,41.13
Justine Henin,90.0,grass,45.76,64.4,55.78,0,0,76.81,61.28
Anna Chakvetadze,87.5,grass,37.79,57.82,50.48,0,0,72.31,54.13
Jelena Jankovic,84.62,grass,42.9,57.58,48.89,0,0,69.73,49.49
Marion Bartoli,80.0,grass,39.54,59.09,57.71,0,0,66.92,44.31
Maria Sharapova,77.78,grass,39.34,58.04,51.21,0,0,68.39,49.22
Ana Ivanovic,75.0,grass,35.32,58.36,35.02,0,0,72.78,50.56
Nicole Vaidisova,75.0,grass,29.78,59.0,64.66,0,0,73.37,43.72
Amelie Mauresmo,75.0,grass,45.22,48.86,63.17,0,0,73.56,59.63
Daniela Hantuchova,72.73,grass,37.95,58.37,54.03,0,0,70.97,52.53
