player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Marion Bartoli,88.89,hard,36.74,57.94,58.57,0.0,0.0,64.4,43.57
Simona Halep,85.71,hard,41.24,58.26,61.29,0.0,0.0,62.2,48.32
Elena Vesnina,85.71,hard,37.43,56.58,48.68,0.0,0.0,64.89,43.02
Sabine Lisicki,80.0,hard,36.46,54.49,46.79,0.0,0.0,73.24,52.38
Kirsten Flipkens,76.92,hard,35.24,52.53,44.54,0.0,0.0,66.82,51.4
Alison Riske Amritraj,75.0,hard,38.55,51.82,51.42,0.0,0.0,68.0,50.78
Daniela Hantuchova,75.0,hard,35.57,54.8,47.8,0.0,0.0,62.14,42.32
Carla Suarez Navarro,75.0,hard,35.35,58.34,42.31,0.0,0.0,58.42,44.22
Na Li,75.0,hard,44.56,59.69,58.8,63.23,32.14,68.56,52.6
Madison Keys,71.43,hard,38.88,49.64,42.76,0.0,0.0,70.24,54.38
Marion Bartoli,88.89,clay,36.73,60.03,39.18,0.0,0.0,59.75,40.73
Simona Halep,85.71,clay,48.57,56.32,59.98,0.0,0.0,64.01,50.99
Elena Vesnina,85.71,clay,40.95,54.24,56.91,0.0,0.0,59.52,34.23
Sabine Lisicki,80.0,clay,43.49,57.38,43.0,0.0,0.0,67.18,57.86
Kirsten Flipkens,76.92,clay,36.31,52.2,38.86,0.0,0.0,67.29,46.95
Alison Riske Amritraj,75.0,clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniela Hantuchova,75.0,clay,33.63,44.46,47.9,0.0,0.0,63.67,43.46
Carla Suarez Navarro,75.0,clay,43.28,59.89,49.13,0.0,0.0,60.42,41.94
Na Li,75.0,clay,39.59,53.39,49.64,0.0,0.0,61.89,42.47
Madison Keys,71.43,clay,36.27,51.59,52.62,0.0,0.0,67.66,43.75
Marion Bartoli,88.89,grass,44.01,64.65,55.8,0.0,0.0,74.54,46.32
Simona Halep,85.71,grass,44.22,61.42,59.09,0.0,0.0,67.73,46.7
Elena Vesnina,85.71,grass,38.5,62.43,57.22,0.0,0.0,65.49,58.19
Sabine Lisicki,80.0,grass,37.35,54.08,51.9,0.0,0.0,72.64,45.35
Kirsten Flipkens,76.92,grass,39.03,52.47,46.15,0.0,0.0,67.41,54.16
Alison Riske Amritraj,75.0,grass,34.31,56.22,56.67,0.0,0.0,64.92,46.62
Daniela Hantuchova,75.0,grass,30.76,51.99,39.63,0.0,0.0,66.88,48.6
Carla Suarez Navarro,75.0,grass,41.14,53.17,47.72,0.0,0.0,62.82,51.28
Na Li,75.0,grass,37.86,60.73,53.2,0.0,0.0,69.62,39.67
Madison Keys,71.43,grass,32.0,53.06,49.13,0.0,0.0,71.57,47.78
