player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Vera Zvonareva,85.0,hard,40.92,60.02,53.89,0,0,68.61,52.18
Maria Kirilenko,83.33,hard,38.56,56.69,49.6,0,0,61.49,46.34
Ana Ivanovic,83.33,hard,38.22,57.37,50.48,0,0,67.27,48.02
Dinara Safina,82.35,hard,41.13,56.84,47.79,0,0,70.61,44.12
Jelena Jankovic,82.35,hard,39.84,60.71,55.84,0,0,65.04,47.44
Maria Sharapova,81.25,hard,44.51,64.42,50.02,0,0,73.12,53.17
Serena Williams,78.57,hard,40.01,59.98,46.53,0,0,72.86,47.41
Elena Dementieva,77.78,hard,41.44,59.17,53.0,0,0,64.06,47.23
Svetlana Kuznetsova,76.92,hard,39.1,56.85,47.48,0,0,67.24,46.71
Flavia Pennetta,76.92,hard,38.31,57.78,49.25,0,0,68.31,49.0
Vera Zvonareva,85.0,clay,45.61,61.89,62.31,0,0,70.41,50.8
Maria Kirilenko,83.33,clay,41.1,62.49,51.76,0,0,62.85,52.28
Ana Ivanovic,83.33,clay,44.16,54.97,45.91,0,0,68.94,52.4
Dinara Safina,82.35,clay,44.27,61.23,50.16,0,0,65.11,44.2
Jelena Jankovic,82.35,clay,46.54,61.82,60.06,0,0,64.06,43.02
Maria Sharapova,81.25,clay,43.5,59.74,52.52,0,0,69.69,44.16
Serena Williams,78.57,clay,41.63,63.0,49.44,0,0,71.14,54.65
Elena Dementieva,77.78,clay,44.34,61.31,54.18,0,0,60.78,47.08
Svetlana Kuznetsova,76.92,clay,45.06,57.88,50.2,0,0,72.65,54.48
Flavia Pennetta,76.92,clay,46.52,61.1,56.19,0,0,69.54,52.03
Vera Zvonareva,85.0,grass,36.93,52.48,66.67,0,0,63.5,43.18
Maria Kirilenko,83.33,grass,30.14,43.86,39.58,0,0,59.16,44.28
Ana Ivanovic,83.33,grass,40.77,64.02,49.12,0,0,73.34,57.64
Dinara Safina,82.35,grass,40.64,52.97,41.38,0,0,76.38,52.83
Jelena Jankovic,82.35,grass,37.92,54.73,52.83,0,0,67.99,51.93
Maria Sharapova,81.25,grass,39.15,57.28,50.0,0,0,67.64,30.9
Serena Williams,78.57,grass,37.56,55.68,48.07,0,0,79.54,44.71
Elena Dementieva,77.78,grass,37.62,57.44,46.58,0,0,62.74,43.09
Svetlana Kuznetsova,76.92,grass,40.71,59.47,39.58,0,0,67.79,51.38
Flavia Pennetta,76.92,grass,34.61,50.72,45.83,0,0,71.22,50.2
