player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Elise Mertens,88.89,hard,36.65,59.5,46.99,67.66,40.69,66.14,46.9
Simona Halep,85.0,hard,41.62,61.99,54.5,66.16,47.11,64.0,48.17
Petra Kvitova,83.33,hard,39.03,54.37,49.91,71.69,38.38,69.03,49.11
Kiki Bertens,75.0,hard,42.56,54.13,49.93,69.31,44.08,69.78,52.08
Karolina Pliskova,75.0,hard,38.05,54.45,46.31,72.44,36.74,69.19,47.32
Elina Svitolina,75.0,hard,39.58,55.63,50.47,75.29,42.01,68.79,48.64
Maria Sharapova,73.33,hard,37.63,59.18,46.32,69.01,44.96,67.29,46.17
Caroline Garcia,72.22,hard,34.01,53.67,46.94,73.36,33.25,65.23,48.87
Maria Sakkari,71.43,hard,36.04,53.99,46.31,63.76,36.71,63.54,48.61
Anett Kontaveit,70.59,hard,36.94,56.01,51.69,64.82,37.68,62.52,46.48
Elise Mertens,88.89,clay,45.07,64.78,46.32,70.12,56.16,66.58,48.94
Simona Halep,85.0,clay,46.4,61.06,56.19,71.88,53.53,66.29,50.33
Petra Kvitova,83.33,clay,40.26,59.68,51.1,81.69,43.09,71.19,55.24
Kiki Bertens,75.0,clay,41.46,57.04,54.92,77.62,47.8,67.65,55.06
Karolina Pliskova,75.0,clay,34.34,54.09,49.55,79.26,30.2,71.13,48.22
Elina Svitolina,75.0,clay,41.83,56.12,46.47,75.31,43.24,66.28,53.75
Maria Sharapova,73.33,clay,39.14,62.31,51.7,66.83,44.04,66.7,43.98
Caroline Garcia,72.22,clay,34.23,53.59,51.48,77.31,33.67,67.18,49.8
Maria Sakkari,71.43,clay,43.09,55.73,64.72,71.35,47.98,66.78,50.47
Anett Kontaveit,70.59,clay,40.52,51.87,53.4,71.79,40.44,65.93,45.76
Elise Mertens,88.89,grass,35.47,63.35,54.58,72.82,42.82,65.65,53.37
Simona Halep,85.0,grass,48.31,52.73,41.66,73.33,51.62,67.48,56.41
Petra Kvitova,83.33,grass,36.75,62.67,49.63,73.11,36.77,71.96,51.02
Kiki Bertens,75.0,grass,39.47,49.36,50.38,73.61,37.83,69.61,44.67
Karolina Pliskova,75.0,grass,32.4,48.66,44.86,75.03,26.19,68.22,43.69
Elina Svitolina,75.0,grass,36.02,45.31,32.64,74.01,27.51,65.86,45.18
Maria Sharapova,73.33,grass,40.68,47.37,54.55,61.11,33.33,63.93,38.89
Caroline Garcia,72.22,grass,25.56,56.04,36.4,74.7,18.38,65.97,52.24
Maria Sakkari,71.43,grass,29.01,49.15,39.44,63.18,25.0,66.72,59.5
Anett Kontaveit,70.59,grass,38.9,50.73,40.76,67.11,34.12,66.64,43.79
