player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Serena Williams,100.0,hard,42.71,62.87,57.12,50.93,24.54,76.83,52.58
Maria Sharapova,85.0,hard,46.88,61.24,47.88,0.0,0.0,74.86,50.34
Yvonne Meusburger,81.82,hard,43.84,53.76,54.48,0.0,0.0,56.7,47.27
Jelena Jankovic,77.78,hard,39.49,58.57,49.44,53.89,50.38,61.51,46.7
Victoria Azarenka,76.92,hard,46.47,66.33,55.86,42.86,42.41,65.5,45.26
Sara Errani,76.67,hard,41.18,63.56,52.99,33.33,74.85,56.22,42.22
Simona Halep,76.19,hard,41.24,58.26,61.29,0.0,0.0,62.2,48.32
Roberta Vinci,76.0,hard,39.6,56.07,42.88,0.0,0.0,64.4,51.21
Paula Ormaechea,75.0,hard,30.13,52.73,37.14,0.0,0.0,59.93,46.56
Kaia Kanepi,73.68,hard,29.84,53.08,45.92,0.0,0.0,65.5,44.62
Serena Williams,100.0,clay,48.92,63.52,54.5,0.0,0.0,76.17,55.24
Maria Sharapova,85.0,clay,40.75,59.19,60.76,0.0,0.0,71.98,48.61
Yvonne Meusburger,81.82,clay,48.58,66.53,48.46,0.0,0.0,62.61,49.28
Jelena Jankovic,77.78,clay,43.52,58.37,54.2,0.0,0.0,66.81,48.77
Victoria Azarenka,76.92,clay,42.09,66.94,49.92,0.0,0.0,66.4,40.86
Sara Errani,76.67,clay,43.05,59.59,53.53,0.0,0.0,58.29,46.44
Simona Halep,76.19,clay,48.57,56.32,59.98,0.0,0.0,64.01,50.99
Roberta Vinci,76.0,clay,38.66,59.02,53.02,0.0,0.0,64.55,48.42
Paula Ormaechea,75.0,clay,40.6,50.81,43.1,0.0,0.0,62.68,55.45
Kaia Kanepi,73.68,clay,39.83,58.47,48.06,0.0,0.0,70.76,52.17
Serena Williams,100.0,grass,53.7,51.1,56.42,0.0,0.0,76.92,69.72
Maria Sharapova,85.0,grass,23.68,51.43,12.5,0.0,0.0,77.78,66.67
Yvonne Meusburger,81.82,grass,27.27,58.33,20.0,0.0,0.0,28.0,100.0
Jelena Jankovic,77.78,grass,39.66,47.58,46.66,0.0,0.0,70.69,63.16
Victoria Azarenka,76.92,grass,48.78,70.37,37.5,0.0,0.0,75.61,25.0
Sara Errani,76.67,grass,31.71,31.58,16.67,0.0,0.0,54.9,22.22
Simona Halep,76.19,grass,44.22,61.42,59.09,0.0,0.0,67.73,46.7
Roberta Vinci,76.0,grass,46.48,54.09,44.4,0.0,0.0,66.06,47.53
Paula Ormaechea,75.0,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaia Kanepi,73.68,grass,29.0,55.76,38.59,0.0,0.0,69.89,42.54
