player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Venus Williams,100.0,hard,46.14,54.78,49.53,0,0,69.57,45.76
Maria Sharapova,90.91,hard,37.4,58.74,44.09,0,0,67.78,47.81
Kim Clijsters,88.89,hard,45.3,59.29,49.64,0,0,71.74,50.79
Lindsay Davenport,85.71,hard,40.77,57.92,53.7,0,0,73.81,54.89
Klara Koukalova,83.33,hard,0.0,0.0,0.0,0,0,0.0,0.0
Svetlana Kuznetsova,75.0,hard,42.61,64.42,63.63,0,0,67.72,56.26
Amelie Mauresmo,71.43,hard,41.04,51.0,55.02,0,0,72.02,52.61
Anastasia Myskina,71.43,hard,47.42,60.38,57.38,0,0,63.9,51.98
Eleni Daniilidou,71.43,hard,31.92,34.83,37.5,0,0,45.04,70.59
Laura Granville,71.43,hard,29.81,38.75,43.07,0,0,59.4,50.59
Venus Williams,100.0,clay,49.8,66.25,69.05,0,0,72.9,29.14
Maria Sharapova,90.91,clay,42.8,59.29,49.0,0,0,67.47,40.53
Kim Clijsters,88.89,clay,45.42,64.25,61.73,0,0,70.31,39.69
Lindsay Davenport,85.71,clay,39.28,65.04,55.86,0,0,69.07,33.46
Klara Koukalova,83.33,clay,0.0,0.0,0.0,0,0,0.0,0.0
Svetlana Kuznetsova,75.0,clay,41.96,61.65,43.91,0,0,70.92,47.45
Amelie Mauresmo,71.43,clay,53.02,61.38,62.25,0,0,73.32,43.02
Anastasia Myskina,71.43,clay,30.99,49.66,73.08,0,0,52.28,33.47
Eleni Daniilidou,71.43,clay,31.94,73.53,13.33,0,0,64.86,0.0
Laura Granville,71.43,clay,0.0,0.0,0.0,0,0,0.0,0.0
Venus Williams,100.0,grass,42.52,56.99,50.23,0,0,71.63,50.74
Maria Sharapova,90.91,grass,42.72,55.2,47.81,0,0,72.88,59.92
Kim Clijsters,88.89,grass,34.74,52.04,50.74,0,0,75.37,59.44
Lindsay Davenport,85.71,grass,40.96,63.22,53.28,0,0,76.06,55.81
Klara Koukalova,83.33,grass,0.0,0.0,0.0,0,0,0.0,0.0
Svetlana Kuznetsova,75.0,grass,40.24,61.25,49.91,0,0,74.15,47.42
Amelie Mauresmo,71.43,grass,39.61,63.82,50.29,0,0,78.7,54.54
Anastasia Myskina,71.43,grass,41.03,52.46,57.97,0,0,56.58,47.27
Eleni Daniilidou,71.43,grass,35.51,63.44,51.42,0,0,62.53,41.29
Laura Granville,71.43,grass,35.14,59.51,66.43,0,0,68.14,51.68
