player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Kim Clijsters,91.23,hard,45.3,59.29,49.64,0,0,71.74,50.79
Lindsay Davenport,85.11,hard,40.77,57.92,53.7,0,0,73.81,54.89
Nicole Vaidisova,81.4,hard,38.96,53.28,39.65,0,0,68.57,50.77
Mary Pierce,80.0,hard,34.83,60.42,45.38,0,0,69.66,59.25
Amelie Mauresmo,79.17,hard,41.04,51.0,55.02,0,0,72.02,52.61
Maria Sharapova,78.38,hard,37.4,58.74,44.09,0,0,67.78,47.81
Serena Williams,76.19,hard,40.4,60.79,48.43,0,0,75.56,53.64
Venus Williams,74.07,hard,46.14,54.78,49.53,0,0,69.57,45.76
Akgul Amanmuradova,72.73,hard,0.0,0.0,0.0,0,0,0.0,0.0
Justine Henin,71.43,hard,42.69,51.82,53.79,0,0,70.63,32.44
Kim Clijsters,91.23,clay,45.42,64.25,61.73,0,0,70.31,39.69
Lindsay Davenport,85.11,clay,39.28,65.04,55.86,0,0,69.07,33.46
Nicole Vaidisova,81.4,clay,37.5,58.7,52.72,0,0,68.24,37.74
Mary Pierce,80.0,clay,36.32,71.59,50.96,0,0,64.6,46.61
Amelie Mauresmo,79.17,clay,53.02,61.38,62.25,0,0,73.32,43.02
Maria Sharapova,78.38,clay,42.8,59.29,49.0,0,0,67.47,40.53
Serena Williams,76.19,clay,0.0,0.0,0.0,0,0,0.0,0.0
Venus Williams,74.07,clay,49.8,66.25,69.05,0,0,72.9,29.14
Akgul Amanmuradova,72.73,clay,0.0,0.0,0.0,0,0,0.0,0.0
Justine Henin,71.43,clay,46.34,66.92,53.96,0,0,70.97,45.22
Kim Clijsters,91.23,grass,34.74,52.04,50.74,0,0,75.37,59.44
Lindsay Davenport,85.11,grass,40.96,63.22,53.28,0,0,76.06,55.81
Nicole Vaidisova,81.4,grass,34.2,57.77,55.24,0,0,65.41,57.78
Mary Pierce,80.0,grass,25.77,61.03,41.82,0,0,75.53,57.59
Amelie Mauresmo,79.17,grass,39.61,63.82,50.29,0,0,78.7,54.54
Maria Sharapova,78.38,grass,42.72,55.2,47.81,0,0,72.88,59.92
Serena Williams,76.19,grass,36.35,61.58,47.62,0,0,68.84,51.87
Venus Williams,74.07,grass,42.52,56.99,50.23,0,0,71.63,50.74
Akgul Amanmuradova,72.73,grass,0.0,0.0,0.0,0,0,0.0,0.0
Justine Henin,71.43,grass,38.1,62.86,54.55,0,0,72.92,0.0
