player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Venus Williams,100.0,hard,0,0,0,0,0,0,0
Martina Hingis,87.76,hard,0,0,0,0,0,0,0
Serena Williams,85.29,hard,0,0,0,0,0,0,0
Lindsay Davenport,82.0,hard,0,0,0,0,0,0,0
Monica Seles,75.0,hard,0,0,0,0,0,0,0
Iroda Tulyaganova,71.43,hard,0,0,0,0,0,0,0
Elena Dementieva,71.43,hard,0,0,0,0,0,0,0
Arantxa Sanchez Vicario,70.97,hard,0,0,0,0,0,0,0
Na Li,70.0,hard,0,0,0,0,0,0,0
Mary Pierce,68.42,hard,0,0,0,0,0,0,0
Venus Williams,100.0,clay,0,0,0,0,0,0,0
Martina Hingis,87.76,clay,0,0,0,0,0,0,0
Serena Williams,85.29,clay,0,0,0,0,0,0,0
Lindsay Davenport,82.0,clay,0,0,0,0,0,0,0
Monica Seles,75.0,clay,0,0,0,0,0,0,0
Iroda Tulyaganova,71.43,clay,0,0,0,0,0,0,0
Elena Dementieva,71.43,clay,0,0,0,0,0,0,0
Arantxa Sanchez Vicario,70.97,clay,0,0,0,0,0,0,0
Na Li,70.0,clay,0,0,0,0,0,0,0
Mary Pierce,68.42,clay,0,0,0,0,0,0,0
Venus Williams,100.0,grass,0,0,0,0,0,0,0
Martina Hingis,87.76,grass,0,0,0,0,0,0,0
Serena Williams,85.29,grass,0,0,0,0,0,0,0
Lindsay Davenport,82.0,grass,0,0,0,0,0,0,0
Monica Seles,75.0,grass,0,0,0,0,0,0,0
Iroda Tulyaganova,71.43,grass,0,0,0,0,0,0,0
Elena Dementieva,71.43,grass,0,0,0,0,0,0,0
Arantxa Sanchez Vicario,70.97,grass,0,0,0,0,0,0,0
Na Li,70.0,grass,0,0,0,0,0,0,0
Mary Pierce,68.42,grass,0,0,0,0,0,0,0
