player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Serena Williams,100.0,hard,39.57,57.61,49.8,0,0,76.39,47.64
Justine Henin,88.89,hard,41.76,60.28,52.02,0,0,69.06,54.62
Tsvetana Pironkova,83.33,hard,37.76,53.15,52.66,0,0,61.46,52.05
Na Li,81.82,hard,37.67,58.76,51.88,0,0,64.64,45.61
Kaia Kanepi,77.78,hard,39.11,55.72,44.58,0,0,64.98,47.76
Kate Makarova,77.78,hard,30.92,50.6,46.6,0,0,55.43,49.04
Maria Sharapova,77.78,hard,40.81,60.43,47.98,0,0,71.68,50.7
Vera Zvonareva,75.0,hard,43.03,57.99,47.64,0,0,67.04,48.96
Marion Bartoli,75.0,hard,41.19,58.17,51.56,0,0,71.96,51.55
Victoria Azarenka,75.0,hard,42.64,62.85,56.18,0,0,65.72,44.54
Serena Williams,100.0,clay,38.93,60.96,46.35,0,0,71.22,51.19
Justine Henin,88.89,clay,36.27,54.98,60.41,0,0,71.15,51.94
Tsvetana Pironkova,83.33,clay,40.58,48.9,39.96,0,0,65.0,48.67
Na Li,81.82,clay,44.07,63.99,52.92,0,0,65.09,48.88
Kaia Kanepi,77.78,clay,45.89,58.66,45.01,0,0,71.61,54.36
Kate Makarova,77.78,clay,38.56,56.37,49.67,0,0,52.92,34.79
Maria Sharapova,77.78,clay,38.86,67.58,45.85,0,0,73.93,44.61
Vera Zvonareva,75.0,clay,42.55,54.23,61.02,0,0,60.64,46.98
Marion Bartoli,75.0,clay,35.25,47.83,49.14,0,0,61.28,45.65
Victoria Azarenka,75.0,clay,39.71,62.8,66.67,0,0,59.02,31.32
Serena Williams,100.0,grass,38.45,59.13,62.33,0,0,88.76,44.89
Justine Henin,88.89,grass,40.93,54.65,50.53,0,0,78.14,56.78
Tsvetana Pironkova,83.33,grass,40.47,49.68,33.14,0,0,73.05,46.78
Na Li,81.82,grass,35.92,54.92,49.64,0,0,69.82,52.02
Kaia Kanepi,77.78,grass,41.14,57.22,42.49,0,0,76.57,47.52
Kate Makarova,77.78,grass,34.59,53.68,64.42,0,0,70.93,49.6
Maria Sharapova,77.78,grass,40.26,53.44,60.55,0,0,76.2,55.56
Vera Zvonareva,75.0,grass,33.7,61.15,50.94,0,0,74.77,48.1
Marion Bartoli,75.0,grass,33.2,51.21,48.28,0,0,68.07,48.76
Victoria Azarenka,75.0,grass,42.12,56.04,54.81,0,0,71.64,48.53
