player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Monica Seles,89.47,hard,0,0,0,0,0,0,0
Martina Hingis,85.71,hard,0,0,0,0,0,0,0
Anke Huber,84.0,hard,0,0,0,0,0,0,0
Mary Pierce,83.33,hard,0,0,0,0,0,0,0
Amanda Coetzer,79.17,hard,0,0,0,0,0,0,0
Conchita Martinez,78.57,hard,0,0,0,0,0,0,0
Amelie Mauresmo,76.47,hard,0,0,0,0,0,0,0
Arantxa Sanchez Vicario,76.0,hard,0,0,0,0,0,0,0
Rita Kuti Kis,73.33,hard,0,0,0,0,0,0,0
Anna Smashnova,73.08,hard,0,0,0,0,0,0,0
Monica Seles,89.47,clay,0,0,0,0,0,0,0
Martina Hingis,85.71,clay,0,0,0,0,0,0,0
Anke Huber,84.0,clay,0,0,0,0,0,0,0
Mary Pierce,83.33,clay,0,0,0,0,0,0,0
Amanda Coetzer,79.17,clay,0,0,0,0,0,0,0
Conchita Martinez,78.57,clay,0,0,0,0,0,0,0
Amelie Mauresmo,76.47,clay,0,0,0,0,0,0,0
Arantxa Sanchez Vicario,76.0,clay,0,0,0,0,0,0,0
Rita Kuti Kis,73.33,clay,0,0,0,0,0,0,0
Anna Smashnova,73.08,clay,0,0,0,0,0,0,0
Monica Seles,89.47,grass,0,0,0,0,0,0,0
Martina Hingis,85.71,grass,0,0,0,0,0,0,0
Anke Huber,84.0,grass,0,0,0,0,0,0,0
Mary Pierce,83.33,grass,0,0,0,0,0,0,0
Amanda Coetzer,79.17,grass,0,0,0,0,0,0,0
Conchita Martinez,78.57,grass,0,0,0,0,0,0,0
Amelie Mauresmo,76.47,grass,0,0,0,0,0,0,0
Arantxa Sanchez Vicario,76.0,grass,0,0,0,0,0,0,0
Rita Kuti Kis,73.33,grass,0,0,0,0,0,0,0
Anna Smashnova,73.08,grass,0,0,0,0,0,0,0
