player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Venus Williams,100.0,hard,0,0,0,0,0,0,0
Akiko Morigami,91.67,hard,0,0,0,0,0,0,0
Martina Hingis,88.89,hard,0,0,0,0,0,0,0
Serena Williams,83.33,hard,0,0,0,0,0,0,0
Lisa Raymond,81.82,hard,0,0,0,0,0,0,0
Julie Halard Decugis,77.78,hard,0,0,0,0,0,0,0
Lindsay Davenport,77.78,hard,0,0,0,0,0,0,0
Tamarine Tanasugarn,75.0,hard,0,0,0,0,0,0,0
Jelena Dokic,75.0,hard,0,0,0,0,0,0,0
Magui Serna,75.0,hard,0,0,0,0,0,0,0
Venus Williams,100.0,clay,0,0,0,0,0,0,0
Akiko Morigami,91.67,clay,0,0,0,0,0,0,0
Martina Hingis,88.89,clay,0,0,0,0,0,0,0
Serena Williams,83.33,clay,0,0,0,0,0,0,0
Lisa Raymond,81.82,clay,0,0,0,0,0,0,0
Julie Halard Decugis,77.78,clay,0,0,0,0,0,0,0
Lindsay Davenport,77.78,clay,0,0,0,0,0,0,0
Tamarine Tanasugarn,75.0,clay,0,0,0,0,0,0,0
Jelena Dokic,75.0,clay,0,0,0,0,0,0,0
Magui Serna,75.0,clay,0,0,0,0,0,0,0
Venus Williams,100.0,grass,0,0,0,0,0,0,0
Akiko Morigami,91.67,grass,0,0,0,0,0,0,0
Martina Hingis,88.89,grass,0,0,0,0,0,0,0
Serena Williams,83.33,grass,0,0,0,0,0,0,0
Lisa Raymond,81.82,grass,0,0,0,0,0,0,0
Julie Halard Decugis,77.78,grass,0,0,0,0,0,0,0
Lindsay Davenport,77.78,grass,0,0,0,0,0,0,0
Tamarine Tanasugarn,75.0,grass,0,0,0,0,0,0,0
Jelena Dokic,75.0,grass,0,0,0,0,0,0,0
Magui Serna,75.0,grass,0,0,0,0,0,0,0
