player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Venus Williams,100.0,hard,40.5,56.91,46.81,0,0,72.77,49.75
Agnieszka Radwanska,88.89,hard,43.61,60.0,50.26,0,0,62.74,46.86
Serena Williams,85.71,hard,40.01,59.98,46.53,0,0,72.86,47.41
Tamarine Tanasugarn,84.62,hard,35.46,57.89,41.54,0,0,61.09,43.41
Jie Zheng,83.33,hard,41.56,59.32,49.4,0,0,61.72,49.17
Nadia Petrova,80.0,hard,38.11,57.55,55.29,0,0,69.71,45.45
Kateryna Bondarenko,77.78,hard,29.21,48.44,52.42,0,0,64.57,44.28
Bethanie Mattek Sands,77.78,hard,36.89,58.98,52.79,0,0,63.59,46.4
Elena Dementieva,77.78,hard,41.44,59.17,53.0,0,0,64.06,47.23
Dinara Safina,75.0,hard,41.13,56.84,47.79,0,0,70.61,44.12
Venus Williams,100.0,clay,40.2,61.18,57.33,0,0,62.93,51.5
Agnieszka Radwanska,88.89,clay,43.27,61.02,61.45,0,0,63.65,46.42
Serena Williams,85.71,clay,41.63,63.0,49.44,0,0,71.14,54.65
Tamarine Tanasugarn,84.62,clay,29.85,35.29,66.66,0,0,39.98,11.29
Jie Zheng,83.33,clay,39.26,62.33,55.0,0,0,58.7,41.35
Nadia Petrova,80.0,clay,37.73,60.48,53.84,0,0,68.07,49.58
Kateryna Bondarenko,77.78,clay,38.04,51.56,46.0,0,0,55.84,55.79
Bethanie Mattek Sands,77.78,clay,36.31,50.33,32.48,0,0,52.86,48.51
Elena Dementieva,77.78,clay,44.34,61.31,54.18,0,0,60.78,47.08
Dinara Safina,75.0,clay,44.27,61.23,50.16,0,0,65.11,44.2
Venus Williams,100.0,grass,34.83,65.3,52.07,0,0,74.98,50.28
Agnieszka Radwanska,88.89,grass,35.84,58.82,57.92,0,0,64.0,44.7
Serena Williams,85.71,grass,37.56,55.68,48.07,0,0,79.54,44.71
Tamarine Tanasugarn,84.62,grass,37.01,53.82,59.14,0,0,68.91,51.32
Jie Zheng,83.33,grass,30.0,59.89,51.87,0,0,67.68,48.35
Nadia Petrova,80.0,grass,35.88,55.85,50.86,0,0,75.32,49.39
Kateryna Bondarenko,77.78,grass,33.97,48.7,44.74,0,0,67.25,47.37
Bethanie Mattek Sands,77.78,grass,41.51,59.57,49.91,0,0,68.26,48.64
Elena Dementieva,77.78,grass,37.62,57.44,46.58,0,0,62.74,43.09
Dinara Safina,75.0,grass,40.64,52.97,41.38,0,0,76.38,52.83
