player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Serena Williams,90.91,hard,39.57,57.61,49.8,0,0,76.39,47.64
Kim Clijsters,88.89,hard,42.6,65.49,50.59,0,0,70.0,52.75
Venus Williams,86.36,hard,42.35,57.88,54.22,0,0,73.84,47.89
Caroline Wozniacki,83.93,hard,41.83,61.08,51.35,0,0,66.0,48.65
Justine Henin,80.0,hard,41.76,60.28,52.02,0,0,69.06,54.62
Vera Zvonareva,75.51,hard,43.03,57.99,47.64,0,0,67.04,48.96
Tamarine Tanasugarn,75.0,hard,42.08,63.44,54.52,0,0,57.89,50.2
Maria Sharapova,73.08,hard,40.81,60.43,47.98,0,0,71.68,50.7
Victoria Azarenka,71.11,hard,42.64,62.85,56.18,0,0,65.72,44.54
Shahar Peer,69.39,hard,40.42,58.39,50.61,0,0,65.06,45.91
Serena Williams,90.91,clay,38.93,60.96,46.35,0,0,71.22,51.19
Kim Clijsters,88.89,clay,44.38,60.99,60.0,0,0,58.68,47.94
Venus Williams,86.36,clay,37.57,59.59,43.98,0,0,73.2,47.69
Caroline Wozniacki,83.93,clay,42.84,51.51,46.98,0,0,63.76,51.29
Justine Henin,80.0,clay,36.27,54.98,60.41,0,0,71.15,51.94
Vera Zvonareva,75.51,clay,42.55,54.23,61.02,0,0,60.64,46.98
Tamarine Tanasugarn,75.0,clay,12.5,47.06,0.0,0,0,50.0,35.0
Maria Sharapova,73.08,clay,38.86,67.58,45.85,0,0,73.93,44.61
Victoria Azarenka,71.11,clay,39.71,62.8,66.67,0,0,59.02,31.32
Shahar Peer,69.39,clay,36.94,55.91,48.04,0,0,64.35,45.71
Serena Williams,90.91,grass,38.45,59.13,62.33,0,0,88.76,44.89
Kim Clijsters,88.89,grass,35.8,61.71,62.59,0,0,69.15,53.12
Venus Williams,86.36,grass,40.86,59.72,44.25,0,0,73.39,48.85
Caroline Wozniacki,83.93,grass,33.51,56.68,51.6,0,0,64.92,51.7
Justine Henin,80.0,grass,40.93,54.65,50.53,0,0,78.14,56.78
Vera Zvonareva,75.51,grass,33.7,61.15,50.94,0,0,74.77,48.1
Tamarine Tanasugarn,75.0,grass,35.52,54.15,61.67,0,0,63.12,47.44
Maria Sharapova,73.08,grass,40.26,53.44,60.55,0,0,76.2,55.56
Victoria Azarenka,71.11,grass,42.12,56.04,54.81,0,0,71.64,48.53
Shahar Peer,69.39,grass,35.85,50.61,37.12,0,0,63.93,38.67
