player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Na Li,88.0,hard,42.07,62.72,55.69,0,0,66.82,46.15
Serena Williams,87.23,hard,41.18,57.73,51.86,0,0,77.1,52.05
Ana Ivanovic,75.0,hard,40.6,59.13,48.96,0,0,67.28,48.37
Caroline Wozniacki,73.68,hard,41.84,58.75,53.6,0,0,65.62,46.17
Mirjana Lucic,73.33,hard,37.95,60.47,47.01,0,0,71.48,51.06
Maria Sharapova,72.22,hard,41.53,57.17,51.82,0,0,66.44,46.55
Petra Kvitova,71.43,hard,38.7,56.54,45.52,0,0,70.91,51.01
Venus Williams,71.05,hard,40.41,59.21,50.81,0,0,72.08,52.36
Simona Halep,67.57,hard,41.96,59.74,56.26,0,0,63.66,53.29
Angelique Kerber,67.35,hard,40.2,60.07,48.71,0,0,63.89,43.31
Na Li,88.0,clay,41.25,53.35,60.06,0,0,64.37,62.58
Serena Williams,87.23,clay,49.1,57.68,53.46,0,0,74.5,48.15
Ana Ivanovic,75.0,clay,40.27,58.49,55.98,0,0,65.4,54.39
Caroline Wozniacki,73.68,clay,36.99,59.55,38.29,0,0,57.68,35.38
Mirjana Lucic,73.33,clay,28.8,48.09,41.67,0,0,62.92,56.96
Maria Sharapova,72.22,clay,44.97,64.17,56.22,0,0,70.32,47.99
Petra Kvitova,71.43,clay,40.24,48.14,50.31,0,0,67.01,45.9
Venus Williams,71.05,clay,40.31,55.89,58.5,0,0,68.52,44.86
Simona Halep,67.57,clay,45.69,61.43,56.37,0,0,69.6,48.8
Angelique Kerber,67.35,clay,36.96,60.14,50.83,0,0,60.84,41.91
Na Li,88.0,grass,53.94,66.67,63.34,0,0,67.06,55.61
Serena Williams,87.23,grass,42.27,65.08,64.29,0,0,76.03,48.6
Ana Ivanovic,75.0,grass,41.12,64.26,52.28,0,0,76.47,54.17
Caroline Wozniacki,73.68,grass,34.21,58.84,58.46,0,0,72.95,54.77
Mirjana Lucic,73.33,grass,20.0,57.14,42.86,0,0,52.27,31.37
Maria Sharapova,72.22,grass,44.34,68.65,66.75,0,0,76.09,47.69
Petra Kvitova,71.43,grass,39.11,61.17,47.59,0,0,76.45,56.75
Venus Williams,71.05,grass,35.18,57.5,72.72,0,0,74.28,45.08
Simona Halep,67.57,grass,43.27,52.81,60.96,0,0,73.89,59.16
Angelique Kerber,67.35,grass,38.77,59.89,46.84,0,0,64.82,46.94
