player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Serena Williams,92.31,hard,42.71,62.87,57.12,50.93,24.54,76.83,52.58
Maria Sharapova,82.61,hard,46.88,61.24,47.88,0.0,0.0,74.86,50.34
Na Li,81.4,hard,44.56,59.69,58.8,63.23,32.14,68.56,52.6
Victoria Azarenka,80.0,hard,46.47,66.33,55.86,42.86,42.41,65.5,45.26
Agnieszka Radwanska,77.61,hard,42.11,57.22,55.01,82.13,49.26,66.38,49.37
Simona Halep,73.68,hard,41.24,58.26,61.29,0.0,0.0,62.2,48.32
Shuai Zhang,72.73,hard,38.52,64.83,52.96,0.0,0.0,68.67,47.44
Petra Kvitova,71.43,hard,36.51,55.06,51.23,52.26,31.48,64.64,48.01
Caroline Wozniacki,70.83,hard,40.85,58.23,53.22,0.0,0.0,63.21,50.39
Julia Glushko,70.0,hard,33.2,55.24,51.2,0.0,0.0,58.98,42.8
Serena Williams,92.31,clay,48.92,63.52,54.5,0.0,0.0,76.17,55.24
Maria Sharapova,82.61,clay,40.75,59.19,60.76,0.0,0.0,71.98,48.61
Na Li,81.4,clay,39.59,53.39,49.64,0.0,0.0,61.89,42.47
Victoria Azarenka,80.0,clay,42.09,66.94,49.92,0.0,0.0,66.4,40.86
Agnieszka Radwanska,77.61,clay,43.04,58.36,51.31,0.0,0.0,60.48,62.44
Simona Halep,73.68,clay,48.57,56.32,59.98,0.0,0.0,64.01,50.99
Shuai Zhang,72.73,clay,33.52,52.38,34.72,0.0,0.0,65.59,37.99
Petra Kvitova,71.43,clay,37.25,57.76,53.26,0.0,0.0,61.94,48.7
Caroline Wozniacki,70.83,clay,39.45,56.94,60.12,0.0,0.0,60.87,46.63
Julia Glushko,70.0,clay,33.33,50.0,100.0,0.0,0.0,46.81,41.67
Serena Williams,92.31,grass,53.7,51.1,56.42,0.0,0.0,76.92,69.72
Maria Sharapova,82.61,grass,23.68,51.43,12.5,0.0,0.0,77.78,66.67
Na Li,81.4,grass,37.86,60.73,53.2,0.0,0.0,69.62,39.67
Victoria Azarenka,80.0,grass,48.78,70.37,37.5,0.0,0.0,75.61,25.0
Agnieszka Radwanska,77.61,grass,39.98,56.42,37.95,0.0,0.0,64.09,51.98
Simona Halep,73.68,grass,44.22,61.42,59.09,0.0,0.0,67.73,46.7
Shuai Zhang,72.73,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petra Kvitova,71.43,grass,38.12,55.5,54.36,0.0,0.0,65.35,40.42
Caroline Wozniacki,70.83,grass,37.41,66.0,53.98,0.0,0.0,59.07,53.34
Julia Glushko,70.0,grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
